sent_id	clause_text	clause_deprel	c_phrase_n	word_n
train-s647	阳光+	conj	1	2
train-s648	国+美利坚+合众+是+最早+典型+最+的+制+总统+	root	5	11
train-s649	很快+的+细节+很多+重要+的+被+理论+霍伊尔+的+	root	4	11
train-s649		acl	0	1
train-s650		acl	0	1
train-s650	系+我们+的+银河+者+一些+黑洞+恒星+质量+的+候选+BHCs+	root	2	13
train-s650	它们+黑洞+比+区+银河+中心+的+质量+大+更+我们+	parataxis	4	12
train-s651	知识+恐龙+的+相关+自+于+	root	3	7
train-s651	多样+的+	acl:relcl	2	3
train-s651	纪录+化石+非+化石+与+化石+化石+粪+化石+足迹+胃石+羽毛+痕迹+皮肤+内脏+组织+与+软+	ccomp	2	19
train-s652	尤其+是+生物+	parataxis	3	4
train-s652		acl	0	1
train-s652	研究+学+物理+化学+学+生物+科学+地球+相关+也+了+知识+恐龙+的+相关+	root	4	16
train-s653	是+李+兆基+的+	advcl	2	5
train-s653	于+顺德+	advcl	2	3
train-s653	身份+中国+居民+	advcl	1	4
train-s653	贸易+恒德+	advcl	1	3
train-s653	李+兆楠+年+1993+保险+平安+	root	3	7
train-s654	当+俱乐部+全德+汽车+在+者+车+摩托+志愿+时+	ccomp	5	11
train-s654		advcl	0	1
train-s654		advcl	0	1
train-s654	月+同年+8+乌德特+并+被+	root	4	7
train-s655	日+年+2012+月+2+12+他+率+以+63%+的+高+得票+人+派+反对+总统+候选+	root	4	19
train-s656	年+1918+金+学校+比萨+高等+师范+的+奖学+	root	2	10
train-s657	总会+国际+帆船+的+	acl:relcl	2	5
train-s657	比赛+规则+依照+竞赛+	root	2	5
train-s658		acl	0	1
train-s658	为+机构+家+多+研究+大学+雪梨+大学+威尔士+新+南+大学+拉筹伯+大学+印第安那+馆+澳洲+博物+公园+昆士兰+国家+服务+与+动物+野生+所+及+威尔士+新+南+水产+研究+	ccomp	3	33
train-s658	服务+设施+动物+的+租用+	advcl	1	6
train-s658	机构+有关+	advcl	1	3
train-s658	年+多+馆+雪梨+水族+计划+研究+	root	3	8
train-s659		acl	0	1
train-s659	纪念+在+年+1988+建国+澳洲+周年+二百+	acl	1	9
train-s659		acl	0	1
train-s659	世界+现今+的+	acl:relcl	2	4
train-s659	馆+雪梨+水族+是+馆+水族+之+	root	3	8
train-s660	于+形状+悬崖+的+结构+	root	2	6
train-s660		acl	0	1
train-s660	斜坡+悬崖+的+碎石+scree+	parataxis	2	6
train-s660	附近+岩屋+大量+rock+shelters+	parataxis	2	6
train-s661	背景+其+战斗+设定+和+战斗+人物+均+描述+原著+	root	3	11
train-s662	结+情意+综+或+情意+	acl:relcl	1	6
train-s662	情结+是+一+学+心理+	root	4	6
train-s662	的+	advcl	1	2
train-s662	是+群+一+重要+的+无+意识+	parataxis	4	8
train-s662	或是+状态+种+一+藏在+人+个+一+神秘+的+心理+中+强烈+无+而+意识+的+	parataxis	3	18
train-s663	西门+从+无锡+寺+惠山+	csubj	2	6
train-s663	曾经+	root	1	2
train-s663	街+里+五+	acl	1	4
train-s663	街+绮塍+	acl	1	3
train-s663	旧时+城+无锡+惠山+去+	advcl	4	6
train-s663	的+	acl:relcl	1	2
train-s663	香塍+条+一+里+五+是+条+一+	ccomp	3	9
train-s664	在+书迷+众多+的+	xcomp	2	5
train-s664		acl	0	1
train-s664	系列+恶灵+日+在+年+2010+月+11+19+再度+名+以+Ghost+Hunt+之+重新+	root	5	17
train-s665	属名+种名+及+都是+	root	2	5
train-s665	家+蒙古+学+生物+古+瑞钦+巴思钵+Rinchen+Barsbold+所+	ccomp	2	11
train-s666	债务+公司+该+的+全部+	advcl	1	6
train-s666	年+在+1979+查氏+并+政府+与+协议+	root	5	9
train-s666	湾+把+愉景+成+社区+个+一+生活+优质+	parataxis	2	10
train-s667		acl	0	1
train-s667	湾+愉景+洋房+各类+不同+的+豪华+独立+花园+洋房+低座+大厦+及+高座+	root	2	15
train-s667	平方呎+由+432+5168+	advcl	1	5
train-s667	面积+单位+以+需求+住户+不同+的+不同+	parataxis	3	9
train-s668	小风+了+窘境+	root	3	4
train-s668	信心+的+	acl:relcl	2	3
train-s668	阿一+接受+所以+我+愿意+	parataxis	2	6
train-s668	那+也是+你+的+一+呀+	advcl	5	7
train-s669	该+	root	1	2
train-s669		xcomp	0	1
train-s669	陈+欢+天悦+左+岩+黄+及+子文+	ccomp	1	9
train-s669	华少+朱+丹+沈+及+涛+亦+曾+节目+	parataxis	4	10
train-s670		acl	0	1
train-s670	旧屋+南侧+	advcl	1	3
train-s670		advcl	0	1
train-s670	此路+年+于+1958+基础+在+坊+原+彩凤+路+黄沙+街+法院+滩+学前+道路+条+四+狭小+的+而+	root	4	22
train-s671	资格+	advcl	1	2
train-s671	之后+他+大学+牛津+大学+或+剑桥+	root	3	8
train-s671	因为+他+	ccomp	2	3
train-s671	学院+牛津+大学+耶稣+金+个+奖学+	ccomp	2	8
train-s671	年龄+的+	acl:relcl	2	3
train-s671	那里+	advcl	1	2
train-s671	便+	parataxis	1	2
train-s672	在+她+故事+后+	ccomp	4	5
train-s672	人们+都+它+对+赞赏+由衷+的+	root	4	8
train-s673	期间+文化+革命+大+当局+再+酒店+把+为+大厦+人民+	root	6	12
train-s673		acl	0	1
train-s673	不久+人客+	parataxis	2	3
train-s673		csubj	0	1
train-s673		parataxis	0	1
train-s673	当局+便+权+将+其+经营+次+多+	parataxis	4	9
train-s674	名义+以+画会+人间+的+	advcl	1	6
train-s674	巨像+毛+泽东+	xcomp	1	4
train-s674		advcl	0	1
train-s674	题+为+人民+中国+了+的+	acl:relcl	5	7
train-s674		acl	0	1
train-s674	张+与+光宇+张+正宇+阳+太阳+王+琦+关+山月+廖+冰兄+杨+秋人+画家+位+30多+集体+	advcl	2	20
train-s674	而+廖+冰兄+政权+新+	root	3	6
train-s674	毛+泽东+的+	acl:relcl	2	4
train-s675	在+演出+此次+后+	ccomp	3	5
train-s675		advcl	0	1
train-s675	亦+乐团+同+香港+管弦+演出+	advcl	3	7
train-s675	音乐+流行+音乐+与+古典+相互+的+	acl:relcl	3	8
train-s675	歌手+公司+宝丽金+唱片+唱片+环球+的+一些+其他+陈+慧娴+李+克勤+叶+倩文+林+忆莲+	root	2	18
train-s675	一+	parataxis	1	2
train-s675	四+	parataxis	1	2
train-s675	四+	parataxis	1	2
train-s675	两+	parataxis	1	2
train-s676	只身+首尔+	advcl	2	3
train-s676	努力+	advcl	1	2
train-s676	他+学费+	root	2	3
train-s676	大学+的+	acl:relcl	2	3
train-s677	新曲+感冒+前后+精选+是+汤+宝如+的+张+第八+	root	4	11
train-s677	大碟+张+第二+新曲+精选+加+年+于+1996+	parataxis	2	10
train-s678	为了+死因+赤树+的+计划+以及+内部+的+非法+	xcomp	2	10
train-s678	的+	acl:relcl	1	2
train-s678	男友+志摩+的+前+方式+以+调查+	root	3	8
train-s679	变体+这些+被+	root	2	4
train-s679	色彩+贬意+戏谑+和+	xcomp	1	5
train-s680	公司+邵氏+电影+年+在+1973+的+	acl:relcl	3	8
train-s680	影片+青年+愤怒+青年+班+一+	root	2	7
train-s680	现状+社会+	advcl	1	3
train-s680	而+的+	acl:relcl	2	3
train-s680	现实+	xcomp	1	2
train-s680		parataxis	0	1
train-s680	当时+已+青年+愤怒+称呼+这+	xcomp	3	7
train-s681	了+东西+这+两+	advcl	2	5
train-s681	人类+了+	root	2	3
train-s682	现时+方式+组织+全球+的+慈善+的+筹款+了+运动+种+一+有效+的+捐+月+DDC+Direct+Dialogue+Campaign+	root	4	21
train-s683	项目+该+	root	1	3
train-s683	院+故宫+博物+企业+人+及+物质+非+文化+遗产+传承+	ccomp	2	12
train-s683	方式+服务+技术+的+	advcl	1	5
train-s683		parataxis	0	1
train-s683	企业+	ccomp	1	2
train-s683	院+故宫+博物+	advcl	1	4
train-s683	技师+文物+修复+专业+工作+修复+	ccomp	2	7
train-s684		advcl	0	1
train-s684	意大利+从+澳门+	advcl	2	4
train-s684	雷+鸣道+同年+于+事业+会+慈幼+	root	3	8
train-s684	中国+的+	acl:relcl	2	3
train-s685	为+总统+先+蒋公+	acl	2	5
train-s685	于+里+台湾+县+桃园+镇+大溪+福安+	acl	2	9
train-s685	陵寝+慈湖+名称+正式+是+总统+中华+民国+先+蒋+中正+先生+的+	root	3	14
train-s686	月+年+1951+7+邱+岁+24+的+雪梅+关+与+岁+40+的+华石+	root	2	16
train-s687	幼+自+	advcl	1	3
train-s687	武略+	advcl	1	2
train-s687	慕容+三藏+父风+	root	2	4
train-s688	场+慕尼黑+的+专业+足球+球场+安联+	advcl	1	8
train-s688	年+2006+赛+届+第18+杯+世界+足球+	root	2	9
train-s689	是+个+一+大型+的+式+开放+	advcl	4	8
train-s689	广场+慕尼黑+的+中心+广场+玛利亚+于+圆柱+中心+广场+的+玛利亚+	root	3	13
train-s690	也+于+附近+圣+伯多禄+教堂+	advcl	3	7
train-s690	年+在+1724+式+从+哥特+为+教堂+式+巴洛克+	advcl	4	11
train-s690	教堂+圣神+着+市场+谷物+	root	3	6
train-s690	慕尼黑+的+	acl:relcl	2	3
train-s690		xcomp	0	1
train-s691	虽然+城堡+世纪+中+已经+被+	ccomp	4	7
train-s691	但是+城门+其+座+三+了+下来+	root	4	8
train-s691	东面+的+伊萨尔+Isartor+	parataxis	3	5
train-s691	南面+的+森德灵+Sendlinger+Tor+	conj	3	6
train-s691	和+西面+的+卡尔+Karlstor+	conj	4	6
train-s692	即+成熟+的+粒+细胞+中性+粒+细胞+性+嗜酸+粒+细胞+和+性+嗜碱+粒+	advcl	4	17
train-s692	衍生+恶性+克隆+	advcl	1	4
train-s692	细胞+种+这+性+获得+骨髓+造血+干+通常+并+疾病+种+一+骨髓+性+增生+	root	4	17
train-s693	日+年+2009+月+3+25+基金+金融+重建+标售+庆丰+银行+次+第一+公开+	root	3	16
train-s693	因+	xcomp	1	2
train-s693	人+	ccomp	1	2
train-s693	Good+Bank+部分+最后+	parataxis	2	5
train-s693		xcomp	0	1
train-s694	前身+庆丰+银行+	root	1	4
train-s694	的+	acl:relcl	1	2
train-s694	人+国泰+集团+创始+蔡+万春+	ccomp	1	7
train-s694		xcomp	0	1
train-s694	公司+国泰+信托+投资+信托+国泰+	ccomp	2	7
train-s694	额+最初+资本+为+新+台+	parataxis	4	7
train-s694	两亿+	acl	1	2
train-s694	日+于+年+1971+月+7+28+	advcl	1	8
train-s694		xcomp	0	1
train-s694	并+由+	parataxis	2	3
train-s694	子+蔡+万春+之+蔡+辰男+	ccomp	1	7
train-s694		xcomp	0	1
train-s695	虽然+藩+萨摩+了+琉球+	ccomp	4	6
train-s695	但+藩+萨摩+	root	2	4
train-s695	名义+琉球+的+	advcl	1	4
train-s695	明朝+对+贸易+朝贡+	ccomp	2	5
train-s696	谨+	root	1	2
train-s696	的+	acl:relcl	1	2
train-s696	我们+已+地点+在+日期+和+了+签名+我们+的+记号+或+	ccomp	5	13
train-s697	工作+个+这+翻译+非常+	root	2	6
train-s697	因为+	xcomp	1	2
train-s697	字+很多+文+英+都+意思+相等+的+毛利+	ccomp	3	10
train-s698	乐手+某些+说唱+也+	root	2	5
train-s698	癖+恋尸+为+	ccomp	2	4
train-s699	男友+沙依+的+时+	advcl	2	5
train-s699	会+长发+将+自己+的+假发+短发+	advcl	3	8
train-s699		acl	0	1
train-s699	真木+形+以+这样+的+进化+	root	2	7
train-s700		advcl	0	1
train-s700	女儿+馆+咖啡+	ccomp	2	4
train-s700	詹姆斯+他+一切+	root	3	4
train-s701	板块+胡安+德富卡+也是+残遗+板块+法拉龙+的+之+	root	3	10
train-s702	员+调查+亦+	root	2	4
train-s702	当时+的+	acl:relcl	2	3
train-s702	机+公务+	xcomp	1	3
train-s702	员+管制+并+	ccomp	2	4
train-s702		xcomp	0	1
train-s702	机+公务+至+高度+指定+	ccomp	3	6
train-s702	当时+机+公务+应+尺+从+37,000+至+尺+36,000+	parataxis	6	11
train-s703	父亲+将+他+的+为+酒鬼+	advcl	2	7
train-s703		advcl	0	1
train-s703	戈登+拉姆齐+并+自传+在+他+的+忍气吞声+	root	3	9
train-s703	童年+他+的+一直+被+父亲+他+个+那+醉醺醺+好色+且+的+	ccomp	4	14
train-s704	变数+模型+个+这+的+其中+个+一+	root	1	9
train-s704	岩浆+高温+	csubj	1	3
train-s704	会+冰+将+	advcl	2	4
train-s704	并且+	ccomp	1	2
train-s704	可+的+	acl:relcl	2	3
train-s704	水+	ccomp	1	2
train-s704		acl	0	1
train-s704	水+层+在+透水+	ccomp	2	5
train-s705	居民+15000+约+	csubj	2	4
train-s705	大多+是+派+德鲁兹+	root	3	5
train-s705		advcl	0	1
train-s705	国籍+以色列+	xcomp	1	3
train-s705	人+部分+大+而+国籍+叙利亚+	parataxis	3	7
train-s706	高地+时+这+的+戈兰+已+不再+于+人+犹太+	root	5	11
train-s706	但+祭师+当时+的+人+犹太+长玛喀比+仍然+	parataxis	3	9
train-s706	人+当地+的+犹太+去+人+塞琉西+	ccomp	3	8
train-s707	沿线+青梅+街道+为+商店+	root	3	6
train-s707	田地+零星+的+	acl:relcl	2	4
train-s707	地区+其他+是+住宅+	parataxis	3	5
train-s708	汉+从+两+一直+时期+唐+宋+	advcl	3	8
train-s708		acl	0	1
train-s708	工艺+绣+平原+成都+的+蜀+锦+蜀+藤艺+竹器+漆器+品+奢侈+营造+一直+于+状态+高度+发达+	root	4	20
train-s709	若+	xcomp	1	2
train-s709	人+能+	ccomp	2	3
train-s709	人+主持+会+	root	2	4
train-s709	观众+现场+	ccomp	1	3
train-s709	者+成功+接唱+皆+能+奖金+	parataxis	4	7
train-s710	时期+在+整个+战国+名将+许多+伟大+的+家+或+军事+	root	2	12
train-s710	可+哲+武庙+十+	parataxis	2	5
train-s711	推力+新型+机+发动+的+	acl:relcl	2	6
train-s711	同时+消耗+燃料+的+	csubj	2	5
train-s711		root	0	1
train-s711	体积+的+	acl:relcl	2	3
train-s711	机会+	advcl	1	2
train-s711	机型+航程+较长+的+	csubj	2	5
train-s711		ccomp	0	1
train-s711	F-16A+燃料+内载+的+	acl:relcl	3	5
train-s711	航程+F-15A+比+还+要+	ccomp	4	6
train-s712	为+鲤科+纲+鱼+辐鳍+目+鲤形+的+个+一+	acl	3	11
train-s712	流域+于+亚洲+菲律宾+岛+民答那峨+湖+拉瑙+	acl	1	9
train-s712	截颌鲤+学名+Ospatulus+truncatulus+为+特有+	root	3	7
train-s712	体长+可+公分+13.3+	parataxis	3	5
train-s712	水域+在+中底层+	parataxis	1	4
train-s713	这+	root	1	2
train-s713	思想+与+后世+的+儒家+	advcl	1	6
train-s713	由于+该书+过于+名利+	ccomp	4	5
train-s714	用户+对于+版+主机+而+	advcl	2	6
train-s714	战地+4+也+依旧+了+解锁+成就+奖杯+和+的+	root	5	11
train-s715		advcl	0	1
train-s715	年+在+2009+战+破晓+之+II+为+代+战+破晓+之+的+二+	root	4	15
train-s715	要素+游戏+的+许多+都+了+	parataxis	3	7
train-s715	不过+评价+好+相当+的+	parataxis	2	6
train-s716	也+训练+步兵+的+	advcl	2	5
train-s716	工兵+战斗+可以+任务+步兵+的+	root	3	7
train-s717	需要+推进+部队+方+我+的+	advcl	2	7
train-s717	他们+	advcl	1	2
train-s717	问题+	advcl	1	2
train-s717	障碍+	advcl	1	2
train-s717	工兵+战斗+同时+也+要+来+前进+敌方+	root	6	9
train-s718	此后+家+温州+某+知名+女+企业+被+部门+相关+	root	4	11
train-s718		xcomp	0	1
train-s719	他+于+出血+内+疟疾+和+	root	3	7
train-s719	痢疾+所+的+	acl:relcl	3	4
train-s720	期间+在任+戴麟趾+却+风气+对+社会+严重+的+贪污+未能+打击+有效+的+	root	5	15
train-s721	政府+区+武昌+资金+800万+	advcl	2	6
train-s721	原本+米+三+的+	acl:relcl	3	5
train-s721	小街+到+米+八+	advcl	3	5
train-s721	年+2006+将+网线+空中+全部+	root	4	7
train-s721	污染+油烟+	advcl	1	3
train-s721		acl	0	1
train-s721	并+大力+	conj	2	3
train-s722	集+精选+	csubj	1	3
train-s722	虽然+	xcomp	1	2
train-s722		xcomp	0	1
train-s722	过去+和+	xcomp	1	3
train-s722		xcomp	0	1
train-s722	却+不想+怀旧+将+为+旋律+主+	root	5	8
train-s722	所有+你+想+的+	csubj	4	5
train-s722	了+快乐+希望+与+	parataxis	2	5
train-s722	为+人员+会+此次+发布+的+主创+	advcl	2	8
train-s722	萧+玮+	parataxis	1	3
train-s722	歌迷+为+所有+演出+场+一+独特+有趣+而+的+	xcomp	2	11
train-s722	音乐+他+的+	csubj	3	4
train-s722	因为+就是+	xcomp	2	3
train-s723		advcl	0	1
train-s723	直接+的+	csubj	2	3
train-s723	方法+性+很大+的+局限+	root	2	6
train-s723		csubj	0	1
train-s723	也+比较+	parataxis	2	3
train-s724	至+月+年+2007+4+	advcl	2	6
train-s724		advcl	0	1
train-s724	与+松下+航空+电子+	xcomp	4	5
train-s724	和+	conj	1	2
train-s724	航空+澳洲+了+测试+使+	root	3	6
train-s724	月+个+三+的+	acl:relcl	2	5
train-s724	手机+自己+的+	advcl	1	4
train-s724	客户+能够+邮件+电子+	ccomp	3	5
train-s724	和+	conj	1	2
train-s724	网+互联+	conj	1	3
train-s724	和+简讯+	conj	2	3
train-s725	军+反抗+只+能+策略+战+游击+的+	root	4	9
train-s726	报道+	root	1	2
train-s726	军+反抗+已经+完全+苏尔曼+及+道路+沿海+	advcl	5	9
train-s726	其+市+扎维耶+的+	acl:relcl	3	5
train-s726	意+控制+苏尔曼+	ccomp	1	4
train-s726	联系+的黎波里+边境+与+突尼西亚+的+	xcomp	1	7
train-s727	于+扎维耶+利比亚+的+	acl:relcl	3	5
train-s727	场+扎维耶+运动+是+个+一+功能+多+运动+	root	5	10
train-s728	时+	advcl	1	2
train-s728		root	0	1
train-s728	按键+键盘+的+个+某+一+	xcomp	1	7
train-s728		acl	0	1
train-s728	按键+该+的+	acl:relcl	2	4
train-s728	会+到+色带+	advcl	3	4
train-s728		acl	0	1
train-s728		acl	0	1
train-s728	字模+字元+的+从而+纸+在+媒介+或+其他+出+字元+该+	parataxis	5	13
train-s729	姿态+独立+	advcl	1	3
train-s729	文学+打工+既+要+霸权+文化+	root	4	7
train-s729		advcl	0	1
train-s729	处境+当下+	advcl	1	3
train-s729	又+要+复兴+哈莱姆+发展+和+永续+	conj	3	8
train-s730	波兰+的+	acl:relcl	2	3
train-s730		acl	0	1
train-s730	过程+在+被+普鲁士+	advcl	3	5
train-s730		acl	0	1
train-s730	一战+又+波兰+	advcl	3	4
train-s730	的+	acl:relcl	1	2
train-s730	托伦+期间+二战+曾+被+德国+	root	5	7
train-s731	为了+权+南部+叙利亚+的+所有+	xcomp	2	7
train-s731	但+时间+往后+年+个+下+一+百+的+帝国+塞琉古+王国+和+托勒密+而+战争+场+多+叙利亚+	root	5	20
train-s732		acl	0	1
train-s732	初期+在+统治+托勒密+埃及+战争+在+者+继业+政权+与+帝国+亚历山大+其他+的+继承+	root	4	17
train-s732	目标+托勒密+的+第一+	parataxis	1	5
train-s732	安全+埃及+的+	xcomp	1	4
train-s732	目标+个+第二+	parataxis	1	4
train-s732		xcomp	0	1
train-s732	地区+埃及+的+外围+昔兰尼+赛普勒斯+叙利亚+以及+	ccomp	2	9
train-s732	一带+犹太+的+	acl:relcl	2	4
train-s733		advcl	0	1
train-s733	日+年+1859+月+6+24+法+萨+国+两+帝国+向+奥地利+	csubj	3	14
train-s733	即+次+第二+意大利+独立+	root	4	6
train-s734	于+区+岛+法罗+群岛+南部+斯特莱默+Streymoy+的+托尔斯+	advcl	2	11
train-s734	港+托尔斯+	root	1	3
train-s734	人+19,000+	ccomp	1	3
train-s735	年+1923+径+白鹿+至+	root	3	6
train-s735	可+球迷+名+50,000+	xcomp	2	5
train-s735	的+	csubj	1	2
train-s735		parataxis	0	1
train-s735	标志+球队+的+斗鸡+制+铜+现在+直到+仍然+盖顶+在+东+看台+比赛+热刺+场+每+一+的+主场+	ccomp	5	21
train-s736	是+俄罗斯+的+	advcl	2	4
train-s736		advcl	0	1
train-s736	州+阿穆尔+	ccomp	1	3
train-s736		xcomp	0	1
train-s736	河+托米+于+支流+河+结雅+的+左+	root	3	9
train-s736	全长+河道+433+	parataxis	2	4
train-s736	面积+流域+16,700+	parataxis	2	4
train-s736	主要+自+雨水+	advcl	3	4
train-s736	河水+月+每年+十+月+至+翌年+五+	parataxis	2	9
train-s737	近东+	advcl	1	2
train-s737	独自+	advcl	1	2
train-s737	日+年+1909+月+6+18+劳伦斯+遗迹+境内+巴勒斯坦+叙利亚+和+的+军+十字+古堡+	root	3	17
train-s738	为+盟友+德国+的+	advcl	2	5
train-s738	月+年+1914+10+土耳其+奥斯曼+	root	2	7
train-s738		xcomp	0	1
train-s739		advcl	0	1
train-s739	文学+写+家+美国+旅行+记者+兼+洛维尔+汤玛斯+Lowell+Thomas+所+关于+起义+场+那+的+报告+	xcomp	1	19
train-s739	的+	acl:relcl	1	2
train-s739	原因+成+他+为+偶像+公众+有+部分+记录+劳伦斯+的+体+自传+柱+智慧+的+七+	root	2	18
train-s740	真名+父亲+其+汤玛斯+劳伦斯+的+汤玛斯+查普曼+	root	2	9
train-s740	是+个+一+血统+英国+的+爱尔兰+	parataxis	4	8
train-s740	代+第7+威斯特米思从+Baronet+of+Westmeath+	conj	3	7
train-s741	诗+早期+世纪+20+的+抒情+	root	1	7
train-s741		xcomp	0	1
train-s741	感情+诗人+的+	conj	1	4
train-s742	诗+时期+世纪+中+复兴+与+文艺+的+抒情+可以+	root	2	11
train-s742	诗歌+主题+特定+的+结构+与+具体+的+	parataxis	2	9
train-s743	月+年+1937+1+大学+中国+人民+红军+抗+日+为+大学+中国+人民+抗+日+军事+政治+	root	4	19
train-s743	抗大+	parataxis	1	2
train-s744	虽然+中心+在+光轴+不+像差+	xcomp	4	7
train-s744		acl	0	1
train-s744	镜+球面+非+的+面+抛物+反射+但+光轴+在+球差+彗差+和+	root	4	14
train-s744	而且+难度+加工+	parataxis	2	4
train-s744	成本+也+	parataxis	2	3
train-s745	农田+的+	acl:relcl	2	3
train-s745	但+农药+化肥+污染+和+少量+污水+生产+生活+的+局部+影响+一定+	root	4	14
train-s746	校园+北+校区+亩+155+	root	2	6
train-s746	区+教务+亩+76+	parataxis	2	5
train-s746	面积+建筑+3.25万+	parataxis	2	4
train-s747	帝+清朝+乾隆+寺+为+四+了+	root	3	8
train-s747	匾额+大殿+在+寺+四+的+	ccomp	2	7
train-s747		acl	0	1
train-s748	酒吧+	advcl	1	2
train-s748		acl	0	1
train-s748	日+年+1961+月+11+9+Brian+Epstein+次+第一+表演+The+Beatles+的+	root	4	15
train-s749		acl	0	1
train-s749		advcl	0	1
train-s749		advcl	0	1
train-s749	欢庆+手下+王子+英俊+的+克罗迪欧+女儿+与+园主+雷昂纳多+温柔+的+希罗+	root	3	14
train-s749		advcl	0	1
train-s749		advcl	0	1
train-s749	但+右臂+王子+位+另+一+左膀+班纳蒂克+英俊+的+却+表姐+与+希罗+高傲+的+碧翠丝+	parataxis	4	18
train-s749	番+一+	parataxis	1	3
train-s749		acl	0	1
train-s749	人+两+互相+	parataxis	2	4
train-s749	不会+到+	xcomp	2	3
train-s749		advcl	0	1
train-s749	人+个+一+	xcomp	1	4
train-s750	心+虚荣+的+	acl:relcl	2	4
train-s750		advcl	0	1
train-s750	过+班纳蒂克+	xcomp	2	3
train-s750	碧翠丝+并+反+	root	3	4
train-s750	班纳蒂克+她+对+	ccomp	2	4
train-s751	共+种+约+20+	advcl	2	5
train-s751	该属+地区+于+温带+	root	2	5
train-s752	语+拉丁+还+现象+大量+语流+音变+	root	3	8
train-s752	能+的+	acl:relcl	2	3
train-s752		acl	0	1
train-s752	但+文献+在+今天+音变+部分+大+已经+拼写+在+了+文字+	parataxis	5	13
train-s752		acl	0	1
train-s752		parataxis	0	1
train-s752	少数+	ccomp	1	2
train-s753	音量+母音+语+拉丁+的+的+分+长音+短音+和+之+	root	2	12
train-s753	长音+	parataxis	1	2
train-s753	横线+道+一+̄+	ccomp	1	5
train-s754	援助+盟军+的+	advcl	1	4
train-s754	战俘+中国+逐渐+的+军服+武器+与+	root	3	8
train-s755		acl	0	1
train-s755	活佛+世+第一+嘉木样+所+的+	acl:relcl	3	7
train-s755	佛殿+学院+续部+下+的+是+现存+寺+整个+拉卜楞+唯一+座+一+	root	5	14
train-s755	风格+	parataxis	1	2
train-s755	文物+	parataxis	1	2
train-s755		acl	0	1
train-s755	年+近+300+	parataxis	1	4
train-s755	维修+任何+	xcomp	1	3
train-s756	人口+该地+年+2001+总+5653+	root	2	7
train-s756	其中+男性+3308+	acl	3	4
train-s756	女性+2345+	conj	2	3
train-s756	人口+岁+0+6+537+	parataxis	2	6
train-s756	其中+男+293+	acl	3	4
train-s756	女+244+	conj	2	3
train-s756	率+识字+	parataxis	1	3
train-s756	其中+男性+为+	acl	3	4
train-s756	女性+为+	conj	2	3
train-s757	面积+市镇+该+总+15.63+	root	2	6
train-s757		acl	0	1
train-s757	人口+年+2009+的+为+90+	parataxis	3	7
train-s758	很+容易+被+	acl	3	4
train-s758	性+服从+的+	acl:relcl	2	4
train-s758	它们+是+个+一+	root	3	5
train-s759		csubj	0	1
train-s759	关节+犬髋+形成+	ccomp	2	4
train-s759	触诊+检查+和+光+X+	root	1	6
train-s759	的+	acl:relcl	1	2
train-s759	治疗+早期+诊断+于+	parataxis	2	5
train-s759	疼痛+	xcomp	1	2
train-s759	适当+的+	csubj	1	3
train-s759	并+体重+	conj	2	3
train-s759	可以+有效+病情+	parataxis	3	4
train-s760	或+海峡+宗谷+Sōya+Strait+	advcl	2	6
train-s760	于+岛+俄罗斯+萨哈林+岛+库页+道+与+日本+北海+	advcl	2	11
train-s760		acl	0	1
train-s760	海峡+拉彼鲁兹+La+Perouse+Strait+海峡+海+日本+海+与+鄂霍次克+的+	root	2	13
train-s761	最终+队+国奥+平+一+负+二+小组+	root	5	9
train-s761	杜伊+也+不出+意料+的+	parataxis	4	6
train-s762	年+2007+会+两+协议+转会+	advcl	3	7
train-s762	月+于+年+2008+1+曼联+	advcl	2	7
train-s762	由于+岁+18+	xcomp	2	4
train-s762	需+生日+月+7+	advcl	2	5
train-s762		acl	0	1
train-s762	人+两+但+才+可+	root	4	6
train-s763	于+境内+西藏+区+自治+日喀则+地区+县+江孜+乡+车仁+村+加堆+	advcl	2	14
train-s763	寺+拉日色布+中心+距离+村+加堆+大约+1+	root	4	9
train-s763	地+高处+村旁+的+	parataxis	2	5
train-s764	面积+市镇+该+总+5.9+	root	2	6
train-s764		acl	0	1
train-s764	人口+年+2009+的+为+184+	parataxis	3	7
train-s765	了+家+多数+大+学+物理+	advcl	2	7
train-s765	杰作+这+	root	1	3
train-s765	他们+	ccomp	1	2
train-s765	理论+量子+力学+是+的+	ccomp	3	6
train-s766	是+瑞士+的+	advcl	2	4
train-s766	于+部+该国+中西+	advcl	2	5
train-s766	拉珀斯维尔+	root	1	2
train-s766	州+伯恩+	ccomp	1	3
train-s766		xcomp	0	1
train-s766	面积+20.39+	parataxis	2	3
train-s766	高度+海拔+521+	parataxis	2	4
train-s766	人口+年+2011+	parataxis	1	4
train-s766	人口+八成+教+基督+	parataxis	2	5
train-s766	密度+人口+平方公里+每+117+	parataxis	3	6
train-s767	价格+镑+7+埃+的+	advcl	1	6
train-s767	元+一+美+镑+大约+6+埃+	parataxis	2	8
train-s767	木乃伊+拉美西斯+一世+的+年代+在+世纪+19+60+被+贩子+文物+走私+国外+	root	5	15
train-s768	面积+寺+该+清真+现有+总+约+为+2600多+	root	4	10
train-s768	面积+建筑+约+为+1300+	parataxis	4	6
train-s769	教育+沃尔+的+学+语言+书+在+他+的+面试+演讲+和+	root	2	13
train-s769		acl	0	1
