sent_id	clause_text	lds_n	word_n
train-s914	说服+能+	1	2
train-s914	执导+眼+黄金+的+	3	4
train-s914	回归+	1	1
train-s914	导演+马丁+坎贝尔+本片+	2	4
train-s914	表示+但+人+后者+的+经济+	3	6
train-s914	连拍+马丁+不想+实在+电影+部+两+邦德+	4	8
train-s915	由+的+	2	2
train-s915	化身+蛇+	1	2
train-s915	武者+妖怪+有+蛇+肩+两+的+各+功能+不同+	5	10
train-s916	选定+被+的+	1	3
train-s916	有+狂+跟+杀人+关系+血缘+的+	4	7
train-s916	后裔+者+有+所+必然+是+	4	6
train-s917	毕业+年+1871+后+	1	4
train-s917	等+	1	1
train-s917	登+船+建威+练习+	3	4
train-s917	实习+刘+与+步蟾+林+泰曾+林+永升+叶+祖圭+人+	6	11
train-s917	进行+方+伯谦+了+远航+史+中国+近代+海军+的+次+第一+	7	12
train-s917	上+	1	1
train-s918	时+	1	1
train-s918	军+高中+就是+学校+歌唱+比赛+常胜+的+	6	8
train-s918	试音+	1	1
train-s918	唱+方+季惟+曾+过+曲+台视+档+点+八+剧+电视+主题+	7	13
train-s919	杰作+是+埃及+古+的+件+另+一+	4	8
train-s919	以外+	1	1
train-s919	富有+塔+除+金字+文明+埃及+古+最+特色+的+	5	10
train-s919	象征+碑+方尖+也是+	3	4
train-s920	折射+如果+光线+上部+光+太阳+下部+和+的+都+被+到+	7	12
train-s920	平行+几乎+于+线+地平+	2	5
train-s920	形成+就+可能+会+太阳+方形+	4	6
train-s921	是+解释+通用+比较+的+种+一+	2	7
train-s921	接近+湿度+大气+状态+饱和+的+	3	6
train-s921	中+	1	1
train-s921	形成+时候+在+大气+容易+冰晶+无数+的+	6	8
train-s922	主角+是+小说+金庸+记+鹿鼎+的+	4	7
train-s922	人物+方+怡+是+个+一+虚构+	4	7
train-s923	建国+国+中华+人民+共和+后+	3	6
train-s923	回到+家乡+	1	2
train-s923	出任+方+毅+主席+省+福建+人民+政府+副+书记+中共+福建+省委+第二+副+	11	15
train-s924	发生+战斗+岭+方石+日+于+年+1931+月+9+15+	5	11
train-s924	在+地点+则是+兴国+中国+江西+	4	6
train-s924	一+是+战斗+内战+次+第一+国共+前期+主要+之+	6	10
train-s925	有+现时+科+方蟹+还+	3	5
train-s925	包括+属+个+以下+十+属+个+两+	4	8
train-s925	余下+只+化石+的+	2	4
train-s925	灭绝+已+的+	1	3
train-s926	故+博士+施+思明+日+于+年+1998+月+10+27+于+医院+市郊+美国+州+宾夕法尼亚+匹兹堡+的+会+长老+Presbyterian+Medical+Center+	11	24
train-s926	刊载+媒体+美国+家+多+主要+均+了+消息+	5	9
train-s926	病故+博士+施+思明+的+	2	5
train-s927	开始+	1	1
train-s927	自学+通过+	1	2
train-s927	学习+岁+7+他+只好+	4	5
train-s928	有+此后+又+	2	3
train-s928	考证+	1	1
train-s928	中+	1	1
train-s928	有+传+水浒+方言+江浙+	3	5
train-s928	发现+并+	1	2
train-s928	中+	1	1
train-s928	有+记+施+惠+的+幽阁+	4	6
train-s928	相似+描写+一些+传+和+水浒+	3	6
train-s928	推断+人+此+以+	2	4
train-s928	出+书+二+皆+自+手+人+同+一+之+	5	10
train-s928	施+施+惠+也+就是+耐庵+	3	6
train-s929	表示+此时+军+满洲+仍+	3	5
train-s929	反对+	1	1
train-s929	派遣+并+	1	2
train-s929	说服+副长+参谋+少将+福岛+安正+参谋+军+第三+白井+	6	10
train-s930	下+由于+旅鸽+次+一+只+蛋+颗+一+	5	9
train-s930	开始+一旦+数量+	2	3
train-s930	减少+	1	1
train-s930	花+需要+再+时间+段+一+	3	6
train-s930	回复+此+因+就+来+重新+大小+族群+	5	8
train-s931	饲养+被+人类+的+	2	4
train-s931	死去+旅鸽+最后+只+一+马莎+园+在+日+年+1914+月+9+1+的+辛辛那提+动物+	8	17
train-s932	替+主人+	1	2
train-s932	经营+生意+各类+	2	3
train-s932	从事+此外+他们+还+耕种+收租+业务+	5	7
train-s932	等+	1	1
train-s932	遇有+	1	1
train-s932	助战+征战+时+身份+以+随丁+主人+之+	4	8
train-s933	随+着+完善+包衣+组织+在+制度+旗+八+的+	7	10
train-s933	内+	1	1
train-s933	避免+为+混乱+	1	3
train-s933	中+	1	1
train-s933	改称+末年+顺治+包衣+贵族+异姓+人+未入+宗室+分+八+一般+和+旗+的+私家+语+在+汉+为+家奴+旗+	13	22
train-s933	下+	1	1
train-s934	入围+作品+年+于+2002+大赛+中国+中央+台+电视+中国+音乐+电视+	9	13
train-s935	公布+院+美国+国会+参议+日+年+2011+月+2+15+的+	6	12
train-s935	显示+据+报告+	2	3
train-s935	等+	1	1
train-s935	使用+门+自由+网路+和+无界+软体+	5	7
train-s935	等+	1	1
train-s935	翻越+民众+埃及+叙利亚+伊朗+沙乌地阿拉伯+缅甸+越南+和+国+以+审查+国家+自己+的+网+互联+	10	17
train-s936	着重+哲学+语言+日常+	1	4
train-s936	研究+	1	1
train-s936	分析+通过+语言+日常+	2	4
train-s936	解决+如何+问题+哲学+	3	4
train-s937	名单+以下+是+年+2011+女子+杯+世界+参赛+	6	9
train-s938	低+期间+在+年代+1930+的+昭和+恐慌+率+日本+铁道+运输+使用+	8	13
train-s938	没有+	1	1
train-s938	有+机车+对+用+货运+需求+新+	3	7
train-s938	使+	1	1
train-s938	间+	1	1
train-s938	没有+年+数+	2	3
train-s938	出现+车辆+新制+	1	3
train-s939	以+	1	1
train-s939	卧薪尝胆+	1	1
train-s939	口号+为+	1	2
train-s939	开始+日本+了+计划+个+一+海军+扩充+	4	8
train-s939	为期+年+十+的+	3	4
train-s939	里+	1	1
train-s939	增加+时间+在+段+这+海军+日本+了+战舰+艘+109+	4	11
train-s939	吨+量+总+排水+20万+	3	5
train-s939	扩充+人员+海军+人+从+15100+到+人+40800+	4	9
train-s940	达到+为了+任务+个+这+	2	5
train-s940	建造+海军+日本+必须+战舰+大+的+	4	7
train-s940	远航+可以+的+	1	3
train-s941	一反其道+	1	1
train-s941	认为+他+	2	2
train-s941	正是+当时+	1	2
train-s941	带领+学+汉+	1	3
train-s941	走+日本+维新+向+	2	4
train-s942	包括+读者+日本+的+漫画+了+层+所有+的+年龄+	4	10
train-s942	广泛+此+因+题材+漫画+日本+的+非常+	4	8
train-s943	起源+于+日本+的+	3	4
train-s943	拍摄+经常+被+	2	3
train-s943	成+风气+一些+社会+为+	3	5
train-s943	包括+剧+电视+辣妹+109+族+御宅+男+草食+女+肉食+家长+怪兽+	6	13
train-s944	创建+石原+慎太郎+刚+天+仅+四+的+	5	8
train-s944	并入+日+月+11+17+党+太阳+会+日本+维新+	5	10
train-s944	出任+石原+将+党魁+会+新+的+维新+的+	5	9
train-s944	退居+桥+下彻+次席+	2	4
train-s945	中+	1	1
train-s945	赢得+日+月+12+16+会+维新+大选+在+众+议院+席+54+	8	13
train-s945	改选+较+前+	1	3
train-s945	增加+倍+近+五+	3	4
train-s945	跃升+成+大党+第三+	2	4
train-s946	等+	1	1
train-s946	合流+山田+宏+中田+和+宏+成员+主要+则+会+和+日本+维新+	7	13
train-s947	结束+日+年+2011+月+3+28+法院+东京+地方+程序+航空+对+日本+破产+保护+	9	16
train-s947	长达+月+个+14+的+	3	5
train-s948	拟+日航+	1	2
train-s948	定价+日+于+年+2012+月+9+10+	4	8
train-s948	上市+并+日+于+19+所+在+东京+证券+交易+	7	10
train-s949	同意+公民+多数+大+中国+大陆+看法+这样+的+态度+是+	7	11
train-s949	工具+组织+妇+慰安+是+军+日+泄欲+	4	8
train-s949	采取+妇女+对+的+	2	4
train-s949	歧视+	1	1
train-s949	凌辱+	1	1
train-s950	不满+组织+许多+国际+国家+对此+表示+了+	6	8
train-s951	使用+形式+语+原+印+欧+的+	5	7
train-s951	未有+纪录+书面+的+	3	4
train-s951	标明+但+母音+其中+的+词干+依旧+	5	7
train-s952	服务+目标+酒店+日航+的+是+水准+最高+的+酒店+	5	10
train-s953	之间+	1	1
train-s953	签订+因为+Kink.com+业主+同+前任+了+协议+保密+	6	9
train-s953	公+月+到+年+2007+1+才+之+众+于+	5	10
train-s953	在+社区+金山+旧+当地+	3	5
train-s953	引发+但是+交易+笔+这+随即+了+争议+	5	8
train-s954	里+	1	1
train-s954	提供+大学+学院+领域+个+9+的+个+100多+	4	9
train-s955	提供+了+选择+光源+天然+的+另+一+	5	8
train-s955	外+	1	1
train-s955	给予+火+也+人类+能力+	3	5
train-s955	抵御+入侵+动物+外来+食肉+的+的+	5	7
train-s956	委托+孙子+他+的+马克西米利+	3	5
train-s956	在+西面+花园+	2	3
train-s956	增建+师+建筑+弗朗索瓦+勒沃+儿子+路易+勒沃+的+年+在+1660+翼+另外+一+	9	15
train-s957	打败+女神+两+轻易+地+了+阿修罗+许多+	4	8
train-s957	对付+但+罗乞多毗阇+却+很难+	4	5
train-s958	在+站+两+	2	3
train-s958	间+	1	1
train-s958	转乘+若+	2	2
train-s958	使用+无论+通+达+八+车票+还是+程+单+	4	9
train-s958	当作+车程+段+两+	2	4
train-s958	处理+均+需+	3	3
train-s958	缴纳+乘客+并+收费+入闸+再+	3	6
train-s959	提供+茶馆+茶叶+种+50+	2	5
train-s959	名茶+推介+当中+的+重点+是+香港+四+大+茶+凤凰+茶+蒙山+茶+担竿+茶+和+清明+	11	18
train-s960	以+镇+东岸+湖+阳澄+的+巴城+则+	3	8
train-s960	依托+区+湖+阳澄+度假+为+	3	6
train-s960	迅猛+产业+休闲+度假+发展+	3	5
train-s961	记载+而+列传+史记+王+翦+	4	6
train-s961	中+	1	1
train-s961	击败+决战+在+军+楚+	3	5
train-s961	杀+项+燕+	1	3
train-s961	俘虏+王+翦+而+王+楚+负刍+	3	7
train-s962	下辖+的+	1	2
train-s962	单位+乡+明中+是+个+一+级+乡镇+行政+	5	9
train-s963	逝世+翌年+黎+文+	3	4
train-s963	嗣位+子+黎+文巨+	2	4
train-s964	部门+原+为+集团+明基+之+资讯+	4	7
train-s964	注册+	1	1
train-s964	成立+逐鹿+明基+月+于+年+1998+7+	5	8
train-s964	逐鹿+公司+即+现在+的+明基+	4	6
train-s965	更名+为+电通+明基+	2	4
train-s965	由+月+年+2002+5+电脑+明碁+	4	7
train-s965	担任+李+焜耀+长+董事+	3	5
train-s966	搬到+日+年+1981+月+5+15+维京+了+牧场+郊外+的+园+伊甸+	6	14
train-s966	有+里面+室+办公+室+更衣+场+和+训练+	5	9
train-s967	结束+日+年+1986+月+1+6+了+赛季+1985+	4	10
train-s967	退休+Bud+Grant+再次+	2	4
train-s968	得到+日+年+1989+月+10+12+维京+牛仔+从+达拉斯+了+Herschel+Walker+	7	14
train-s969	进入+南京+	1	2
train-s969	出榜+	1	1
train-s969	安民+	1	1
train-s969	成+朱+棣+为+了+者+明朝+实际+的+最高+统治+	8	11
train-s969	上+	1	1
train-s970	化+动漫+的+	1	3
train-s970	艺人+角色+为+港+台+内地+及+	5	7
train-s970	描摹+手法+以+漫画+表情+各种+动作+与+	4	8
train-s970	打牌+他们+时+的+	2	4
train-s970	略带+对白+口吻+嘲讽+的+	3	5
train-s971	缠足+	1	1
train-s971	成+而+也+明朝+在+逐渐+为+习俗+社会+普遍+较+的+	7	12
train-s971	上+	1	1
train-s972	记载+Rossabi+也+	2	3
train-s972	忽必烈+	1	1
train-s972	中+	1	1
train-s972	坐在+活动+在+佛事+忽必烈+平台+个+一+更低+法师+比+西藏+的+	7	13
train-s972	上+	1	1
train-s973	外甥女+是+将军+当时+德川+家光+的+	4	7
train-s973	有+由于+天皇+明正+家+和+德川+关系+血缘+	5	9
train-s973	保持+所以+任内+在+她+幕府+与+关系+良好+的+	6	10
train-s974	指+音系+语+汉+官话+	3	5
train-s974	行用+明朝+于+清朝+和+的+	4	6
train-s974	前身+音系+明+清+是+话+现代+普通+的+	6	9
train-s975	设+堂+明纳努+小+礼拜+在+端+明纳努+公园+西北+	6	10
train-s975	包括+景点+附近+花园+皮雅福斯+湖+和+明纳努+	4	8
train-s976	虔信+瓦伊什维尔卡斯+教+东正+	2	4
train-s976	交给+自愿+头衔+将+国+立陶宛+大公+的+妹夫+他+的+斯瓦尔恩+	7	12
train-s976	留下+他+没+子女+	2	4
train-s977	死后+	1	1
train-s977	传给+哈吉+格来+汗位+将+次子+努儿道刺特+	2	7
train-s978	在位+尼师今+沾解+时+	1	4
train-s978	背叛+了+新罗+	2	3
train-s978	归附+属国+新罗+的+国+沙梁伐+市+今+庆尚+北道+尚州+于+百济+	9	13
train-s979	上映+日+日期+北+美+首映+年+2007+月+8+10+台湾+日+于+年+2007+月+10+19+	11	19
train-s980	出版+作者+原著+小说+尼尔+盖曼+年+1998+的+	3	9
train-s980	间+	1	1
train-s980	由+小说+奇幻+星尘+年+在+1998+年+到+1999+	6	10
train-s980	取得+影业+米拉麦克斯+首先+权+电影+开拍+	4	7
train-s981	决定+马修+范恩+珍+和+戈德曼+	3	6
train-s981	中+	1	1
train-s981	命名+女巫+为+故事+的+	4	5
train-s981	通称+女巫+原著+小说+为+Lilim+	3	6
train-s981	是+命名+他们+的+	2	4
train-s981	取+自+于+书+神奇+之+The+Books+of+Magic+乡+和+无有+Neverwhere+	8	14
train-s982	是+星崎+未来+	2	3
train-s982	属+于+女优+漂亮+长相+的+	3	6
train-s982	加上+	1	1
train-s982	搭配+叫声+其+眼神+跟+	2	5
train-s982	具有+非常+力+魅惑+吸引+	3	5
train-s982	勾引+的+	1	2
train-s983	中+	1	1
train-s983	种+细胞+星形+胶质+是+最大+细胞+所有+胶质+体积+的+一+	7	12
train-s983	倍+数量+它+的+是+元+神经+的+十+	5	9
train-s984	中+	1	1
train-s984	规划+枢纽+在+北京+铁路+为+一+站+座+七+主要+客运+之+	8	13
train-s984	辅助+站+北京+	2	3
train-s984	承担+作业+专线+京+沈+客运+的+到发+	5	8
train-s985	导致+此+由+	1	3
train-s985	大乱+组+整个+制作+	2	4
train-s985	上+	1	1
train-s985	接替+监督+佐藤+英一+名义+了+职务+长冈+康史+的+	6	10
train-s986	不明+结果+战斗+	1	3
train-s986	存活+但+欧斯巴特+剧情+在+后段+依然+	5	7
train-s987	接受+今天+最+能+被+的+	4	6
train-s987	是+观点+	1	2
train-s987	形成+成长+扰动+原始+的+结构+所有+	3	7
train-s987	观察+今天+我们+所+到+的+	4	6
train-s987	诱发+扰动+原始+	1	3
train-s987	增加+密度+物质+气体+局部+地区+的+	3	7
train-s987	形成+星团+恒星+和+	2	4
train-s988	说+学+在+物理+来+	3	5
train-s988	采用+者+两+的+	2	4
train-s988	原理+是+相同+完全+的+	3	5
train-s988	放+所以+这里+在+在+一起+	3	6
train-s989	发出+能+束+种+一+相位+	3	6
train-s989	类似+于+激光+的+	3	4
train-s989	产生+它+敌人+对+伤害+程度+不同+的+烧灼+	4	9
train-s990	集结+随即+了+陆军+大批+帝国+	3	6
train-s990	准备+维德+	2	2
train-s990	进攻+霍斯+	1	2
train-s991	以北+	1	1
train-s991	城市+市+春日井+是+市+名古屋+的+个+一+	5	9
train-s992	杀+年+832+昭礼+可汗+被+部下+所+	5	8
train-s992	继位+侄子+彰信+可汗+胡特勒+	3	5
train-s993	成立+年+于+1991+	3	4
train-s993	成+电讯+是方+年+2006+为+企业+集团+中华+电信+的+关系+	5	12
train-s994	有+台湾+亦+	2	3
train-s994	以+物+个+多+建筑+	2	5
train-s994	名+广场+时报+为+	2	4
train-s995	听闻+此语+	1	2
train-s995	恐慌+非常+	1	2
train-s995	互作+韩+康子+桓子+魏+人+两+暗号+	4	8
train-s995	有+可能+	1	2
train-s995	水攻+的+	1	2
train-s995	对象+因为+城+魏氏+的+安邑+城+韩氏+的+平阳+都+是+智伯+个+下+一+	11	16
train-s996	通婚+方面+一+国+两+长期+	3	6
train-s996	就是+成语+秦晋之好+	2	3
train-s996	形容+联姻+方+双+的+	3	5
train-s997	激烈+后期+到+春秋+斗争+内部+晋国+的+	4	8
train-s997	无暇+争霸+对外+	2	3
train-s997	签订+便+楚国+与+盟+次+第二+	4	7
train-s997	弭兵+之+	1	2
train-s997	退出+此+自+舞台+	2	4
train-s997	争霸+的+	1	2
train-s998	获荐+	1	1
train-s998	入+年+清朝+光绪+元+年+1875+他+书院+三原+宏道+	8	11
train-s998	中+后+举人+	1	3
train-s998	中+年+光绪+三+年+1877+进士+	4	7
train-s999	晃动+由于+船体+	2	3
train-s999	导致+的+	1	2
train-s999	没有+如果+感觉+恶心+	2	4
train-s999	缓解+被+	1	2
train-s999	呕吐+患者+就+会+频繁+地+	5	6
train-s1000	发展+大学+的+	1	3
train-s1000	接受+	1	1
train-s1000	捐助+基金+晨兴+基金+及+晨兴+教育+币+港+	6	9
train-s1000	元+一亿+	1	2
train-s1000	成立+需要+为了+将来+大学+月+于+年+2006+5+书院+晨兴+	9	12
train-s1001	上+	1	1
train-s1001	指+伦理+在+性+普世+就是+观+价值+事物+或+	5	10
train-s1001	应用+能够+身上+在+人+所有+的+	4	7
train-s1002	平方公里+面积+市镇+该+总+3.81+	3	6
train-s1002	时+	1	1
train-s1002	人+人口+年+2009+的+为+167+	5	7
train-s1003	在+处+它+的+独特+之+于+建筑+其+高耸+的+尖顶+风格+建筑+教+印度+的+典型+建筑+和+中心+	10	21
train-s1003	高达+米+47+的+	3	4
train-s1004	盗用+石材+建筑+该+的+很多+原始+时常+被+于+建筑+远处+的+	7	13
train-s1005	语+湖名+Pukaki+为+毛利+	3	5
train-s1005	聚集+的+	1	2
train-s1005	水+意+为+	3	3
train-s1006	有+诗歌+首+916+诗篇+篇+144+	3	7
train-s1006	上+	1	1
train-s1006	有+本+新+修订+并+索引+在+经文+分题+标题+祷文+礼仪+节庆+者+版权+有+所+索引+不同+	11	19
train-s1006	等+	1	1
train-s1007	叫+也+Opus+的+	2	4
train-s1007	发布+年+1985+乐队+奥地利+的+支+一+了+专辑+张+一+同名+的+	7	14
train-s1007	取得+了+成功+巨大+的+	3	5
train-s1008	访问+亚当+曾+过+佛罗伦萨+威尼斯+和+	4	7
train-s1008	在+那里+	1	2
train-s1008	看到+他+老桥+桥+和+里奥多+	4	6
train-s1009	包括+商店+桥上+的+花店+店+地图+老+吧+和+果汁+	5	11
train-s1010	有+普查+根据+年+2010+美国+人口+该市+人口+	5	9
train-s1010	人+2,485+	1	2
train-s1011	平方公里+面积+市镇+该+总+32.89+	3	6
train-s1011	时+	1	1
train-s1011	人+人口+年+2009+的+为+1919+	5	7
train-s1012	里+	1	1
train-s1012	只有+目前+恐龙+在+	3	4
train-s1012	有+普尔塔龙+颈部+种+这+宽+	3	6
train-s1012	特化+高度+的+	1	3
train-s1013	是+	1	1
train-s1013	言+门诊+相对+专家+而+	3	5
train-s1013	由+的+	2	2
train-s1013	坐诊+医师+主治+	1	3
train-s1013	门诊+门诊+普通+是+	3	4
train-s1013	有的+也+的+	2	3
train-s1013	由+医院+	1	2
train-s1013	坐诊+医师+年资+高+住院+便+可+	4	7
train-s1013	门诊+	1	1
train-s1014	培养+专门+人才+陶瓷+的+	3	5
train-s1014	在+镇+景德+	2	3
train-s1014	成立+年+1958+学院+陶瓷+	3	5
train-s1015	以来+	1	1
train-s1015	呈现+古+自+生产+镇+景德+瓷器+阶段+盛事+的+	5	10
train-s1015	开始+明朝+是+	3	3
train-s1015	高超+技术+制瓷+品种+和+瓷器+均+朝代+比+以前+各+愈加+	8	12
train-s1015	繁多+和+	1	2
train-s1015	制作+专门+朝廷+为+瓷器+的+	3	6
train-s1015	就是+厂+镇+景德+御窑+	2	5
train-s1015	设立+明代+的+	1	3
train-s1016	行星+是+编号+132+的+小+	3	6
train-s1016	位+星+晴神+Aethra+132+于+带+行星+小+	4	9
train-s1017	公布+日+年+2006+月+11+14+电台+香港+结果+季+新+一+电视+节目+欣赏+指数+调查+阶段+第三+	12	20
train-s1017	荣获+本营+智趣+大+调查+在+阶段+第三+2006+电视+节目+欣赏+指数+名+欣赏+指数+排名+第二+	13	18
train-s1018	在+汉中+	1	2
train-s1018	养精蓄锐+后+	1	2
train-s1018	派+刘+邦+就+	2	4
train-s1018	进攻+大将+韩+信+王+关中+的+秦+三+	4	9
train-s1019	粒子+假使+物质+暗+是+马约拉那+	4	6
train-s1019	对撞+物质+个+两+暗+	2	5
train-s1019	湮灭+	1	1
train-s1019	产生+则+会+射线+伽马+对+或+正负粒子+	6	8
train-s1020	维持+为了+	1	2
train-s1020	在+上集+破晓+城+暮光+之+的+下集+与+预算+合理+的+	7	12
train-s1020	之内+	1	1
train-s1020	超越+即使+大大+了+辑+系列+的+前+几+	6	9
train-s1020	中+	1	1
train-s1020	中+	1	1
train-s1020	在+州+美国+路易斯安那+	3	4
train-s1020	拍摄+情节+电影+很多+	3	4
train-s1021	包括+兴趣+他+生前+的+马球+划艇+象棋+和+西洋+	5	10
train-s1021	等+	1	1
train-s1021	会员+曾经+是+会+者+伦敦+旅行+会+和+印度+西+会所+绅士+的+	9	14
train-s1022	初+	1	1
train-s1022	表态+	1	1
train-s1022	达成+未能+社群+与+希腊+事+就+设立+政府+责任+一+共识+	7	12
train-s1022	促使+年+在+1958+富特+	4	5
train-s1022	研究+政府+英+自行+问题+塞普勒斯+的+前途+	4	8
train-s1023	如此+虽然+	1	2
train-s1023	获+年+在+1963+再+	3	5
train-s1023	聘任+处+国+联合+秘书+为+顾问+国+联合+特别+基金+	5	11
train-s1023	负责+富特+	2	2
train-s1023	联络+国家+各个+新兴+独立+	4	5
train-s1023	研究+	1	1
train-s1023	动用+基金+	1	2
train-s1023	协助+	1	1
train-s1023	推动+发展+国家+这些+的+经济+	3	6
train-s1024	介绍+专栏+Canal+académie+人物+领域+科学+研究+的+著名+活动+和+	6	12
train-s1025	称+有时+也+为+向量+曲率+	3	6
train-s1025	表明+向量+法+程度+曲线+直线+和+条+一+的+偏离+	7	11
train-s1026	提出+年+在+2009+凯文+帕迪恩+意见+不同+	5	8
train-s1026	认为+	1	1
train-s1026	采+曲颌形翼龙+可以+步态+方式+足+二+足+四+的+	6	10
train-s1027	有+仅+泳屋+的+	2	4
train-s1027	泳滩+这+是+个+一+	4	5
train-s1027	敬请+	1	1
train-s1027	留意+	1	1
train-s1028	撤军+秋+年+1109+高丽+曷懒甸+从+	3	7
train-s1028	撤职+尹+瓘+后+被+	3	5
train-s1028	入狱+并+	1	2
train-s1029	有些+	1	1
train-s1029	零售+书本+的+	2	3
train-s1029	以+亦+	1	2
train-s1029	名+书房+为+	2	3
train-s1029	例如+社+出版+书店+及+书房+日本+的+竹+	6	9
train-s1030	获得+主角+女+周迅+此片+凭借+主角+大奖+年+2009+亚洲+电影+奖+及+届+第27+中国+电影+金鸡+最佳+女+奖项+	13	22
train-s1030	等+	1	1
train-s1031	人物+曹+春耕+国+中华+人民+共和+政治+	5	8
train-s1031	官+外交+	1	2
train-s1032	交+问题+山东+由+	1	4
train-s1032	处理+会议+华盛顿+	1	3
train-s1033	生产+以+玩具+文体教+	2	4
train-s1033	著称+今日+镇+曹甸+	3	4
train-s1034	离任+时+	1	2
train-s1034	表示+她+	2	2
train-s1034	担任+主任+系+年+多+	3	5
train-s1034	报读+该系+的+	2	3
train-s1034	达到+今年+人数+人+三百多+	3	5
train-s1034	交棒+时候+在+个+这+	2	5
train-s1034	时机+也是+合适+	2	3
train-s1035	位+于+意大利+北+伦巴底+的+	3	6
train-s1035	公国+是+个+一+	3	4
train-s1035	隶属+公国+曼切华+并+于+帝国+神圣+罗马+	4	8
train-s1036	在+总部+曼彻斯特+广场+百代+唱片+伦敦+	6	7
train-s1036	内+	1	1
train-s1036	拍摄+照片+专辑+乐队+披头士+的+张+第一+取悦+请+我+的+封面+就+	7	14
train-s1036	拆除+现+已+	2	3
train-s1037	宣布+国+联合+月+于+年+2009+11+正式+	5	9
train-s1037	日+日+每年+的+月+7+18+生日+曼德拉+的+为+纳尔逊+曼德拉+国际+	8	14
train-s1037	日+或+曼德拉+	2	3
train-s1037	举行+并且+日+于+年+2010+月+7+18+日+次+第一+国+联合+曼德拉+	8	15
train-s1038	以来+	1	1
train-s1038	支持+本区+年+自+1935+一直+工党+	4	7
train-s1039	玩弄+而+亨利+则+恣意+感情+小姐+曼斯菲尔德+庄园+位+两+的+	8	12
train-s1039	包括+玛丽亚+	2	2
train-s1039	订婚+已+先生+和+富有+的+拉什沃思+的+	4	8
train-s1040	中+	1	1
train-s1040	件+案+曾+成杰+是+案件+湘西+集资+非法+系列+的+一+	8	12
train-s1041	判令+最后+法院+	2	3
train-s1041	支付+朱+建华+方+曾+成杰+款+元+180余万+工程+	6	10
train-s1042	文+英+	1	2
train-s1042	悠久+历史+香港+最+的+	2	5
train-s1042	琴行+是+现存+	3	3
train-s1042	于+香港+	1	2
train-s1042	创立+琴行+曾+福+Tsang+Fook+Piano+年+1916+	6	9
train-s1042	先生+人+创办+是+曾+福+	4	6
train-s1042	在+香港+	1	2
train-s1042	有+分店+间+3+零售+中心+及+间+五+音乐+	6	10
train-s1043	发现+食品+供+内地+港+频频+被+	4	7
train-s1043	有+物质+致癌+	2	3
train-s1043	归咎+市民+不少+于+	1	4
train-s1043	不力+府+港+监管+	2	4
train-s1043	连带+结果+	1	2
train-s1043	中+	1	1
train-s1043	有+声望+曾+荫权+的+民调+在+其后+的+	7	9
train-s1043	下跌+所+	1	2
train-s1044	决定+文件+最后+了+	2	4
train-s1044	普选+	1	1
train-s1044	产生+可以+年+于+2017+长官+行政+	5	7
train-s1044	普选+香港+另外+可以+年+于+2020+会+立法+	6	9
train-s1045	变成+架构+新+政府+司+由+3+局+11+司+3+局+12+	8	13
train-s1045	增加+局+决策+只+个+一+	3	6
train-s1045	进行+需+重点+重整+的+	3	5
train-s1045	只有+但+局+政策+个+5+	3	6
train-s1045	局+分别+是+房屋+地政+及+规划+	6	7
train-s1045	局+运输+环境+工务+及+	3	5
train-s1045	局+工商+科技+及+	3	4
train-s1045	局+发展+经济+劳工+及+	3	5
train-s1045	局+及+福利+卫生+食物+及+	4	6
train-s1046	推出+此+为+曾+荫权+时候+在+年中+年+2006+的+计划+项+一+	7	14
train-s1046	叫+名+行动+天+蓝+的+	3	6
train-s1046	冀望+	1	1
train-s1046	减少+能够+排放+香港+的+污染+	3	6
train-s1046	合作+又+能+粤+与+港+地+两+	5	8
train-s1047	替换+密码+简易+替换+有时+不+一定+要+至+字母+一+另+	7	12
train-s1047	例如+	1	1
train-s1047	中+	1	1
train-s1047	由+密码+在+猪圈+密文+	3	5
train-s1047	组成+符号+格子+的+	2	4
train-s1048	通过+日+年+2003+月+12+30+部+中国+劳动+保障+和+社会+	8	13
train-s1048	起+	1	1
train-s1048	施行+规定+工资+最低+并+日+在+年+2004+月+3+1+	7	12
train-s1049	如+新加坡+	1	2
train-s1049	设立+国家+一些+不+工资+最低+	3	6
train-s1050	译作+又+琼珊+叶子+片+最后+一+病人+个+两+	5	10
train-s1050	起死回生+的+	1	2
train-s1050	等+	1	1
train-s1050	创作+家+美国+著名+短篇+小说+欧+亨利+年+于+1907+的+	8	12
train-s1050	作品+常春藤叶+片+最后+一+The+Last+Leaf+是+	5	9
train-s1051	讲述+小说+了+故事+	2	4
train-s1051	使+为了+	1	2
train-s1051	患+肺炎+的+	2	3
train-s1051	获得+画家+年轻+女+莲安+希望+	4	6
train-s1051	生+的+	1	2
train-s1051	冒+着+风雨+	2	3
train-s1051	画上+夜晚+在+个+一+墙上+在+了+常春藤叶+片+最后+一+	5	12
train-s1051	罹患+肺炎+	1	2
train-s1051	去世+画家+老+费曼+因而+不幸+的+	4	7
train-s1052	换+话+句+	2	3
train-s1052	说+	1	1
train-s1052	间+	1	1
train-s1052	转换+状态+不同+特定+	3	4
train-s1052	需要+所+的+	1	3
train-s1052	不同+步骤+是+的+	2	4
train-s1053	具有+特征+趋同+的+	3	4
train-s1053	取用+资料+部份+不同+	2	4
train-s1053	进行+因+分析+	2	3
