sent_id	word_char	character_token_n	component_n
n01051004	告知	2	4
n01051004	未	1	1
n01051004	出生	2	3
n01051004	孩子	2	3
n01051004	手术	2	2
n01051004	才	1	1
n01051004	下来	2	3
n01051004	例行	2	6
n01051004	超声波	3	7
n01051004	检测	2	6
n01051004	变	1	2
n01051004	得	1	4
n01051004	复杂	2	5
n01051006	骶尾部	3	7
n01051006	畸胎瘤	3	11
n01051006	宝宝	2	4
n01051006	尾骨	2	4
n01051006	长	1	1
n01051006	出来	2	3
n01051007	发现	2	3
n01051007	发生率	3	4
n01052004	高龄	2	6
n01052006	形容	2	4
n01052006	无以伦比	4	7
n01052006	博爱	2	6
n01052006	善良	2	5
n01052006	故事	2	6
n01052006	文坛	2	5
n01052006	留下	2	5
n01052006	光辉	2	5
n01052006	印记	2	4
n01053008	有些	2	5
n01053008	懂	1	3
n01053008	访谈	2	5
n01053036	刚满	2	6
n01053036	欺凌	2	7
n01053036	强	1	3
n01053036	有力	2	2
n01053036	呼吁者	3	6
n01053036	也是	2	3
n01053036	女孩们	3	5
n01053036	拥抱	2	5
n01053036	自身	2	3
n01053036	审美	2	4
n01053036	标准	2	4
n01053036	积极	2	5
n01053036	分子	2	3
n01053041	传遍	2	4
n01053041	世界	2	4
n01054011	一旦	2	3
n01054011	官方	2	4
n01054011	派对	2	5
n01054011	发表	2	3
n01054011	评论	2	5
n01054011	欢迎	2	5
n01054017	土著	2	4
n01054017	群体	2	5
n01054017	在内	2	4
n01054017	轻视	2	5
n01054017	文化	2	4
n01055008	目的	2	3
n01055008	处理	2	4
n01055008	行业	2	6
n01055008	相关者	3	6
n01055008	反馈	2	5
n01055038	适用	2	4
n01055038	娱乐	2	5
n01055038	教育	2	5
n01055038	科研	2	4
n01055047	毕竟	2	5
n01055047	互联网	3	8
n01055047	奢侈品	3	9
n01057014	碎片	2	6
n01057014	赤道	2	3
n01057014	形成	2	3
n01057014	圆环	2	5
n01057014	重力	2	2
n01057014	拉到	2	4
n01057014	一起	2	3
n01057014	月亮	2	5
n01057036	不过	2	3
n01057036	悬而未决	4	7
n01058037	希尔斯堡	4	12
n01058037	教堂山	3	7
n01058037	镇区	2	6
n01058037	外	1	2
n01058037	轰炸	2	5
n01058052	北卡罗莱纳州	6	10
n01058052	严格	2	7
n01058052	法案	2	5
n01058052	坎贝尔	3	5
n01058052	教堂	2	6
n01058052	附近	2	5
n01058052	教	1	3
n01058052	如何	2	5
n01058052	应对	2	4
n01058052	注册	2	3
n01058052	困难	2	5
n01058064	爆发	2	6
n01058064	新老想法	4	10
n01058064	交织	2	5
n01058064	奇特	2	6
n01058064	部分	2	5
n01058064	察觉	2	6
n01058064	选举	2	6
n01058064	周围	2	5
n01059008	经济	2	5
n01059008	辞令	2	5
n01059008	不一致	3	5
n01059008	似曾相识	4	11
n01059008	或者	2	5
n01059008	本	1	2
n01059008	应	1	2
n01059008	如此	2	4
n01059019	经济学家	4	10
n01059019	告诫	2	5
n01059019	不要	2	3
n01059019	采用	2	4
n01059019	蹩脚	2	6
n01059019	政策	2	4
n01059025	林肯	2	4
n01059025	执政	2	4
n01059025	期间	2	5
n01059025	根本	2	4
n01059025	知道	2	4
n01059025	体制	2	4
n01059025	持久	2	4
n01059054	苏拉	2	4
n01059054	罗马	2	3
n01059054	差异	2	4
n01059054	相似性	3	6
n01059054	不能	2	5
n01059054	抹杀	2	4
n01060069	同意	2	5
n01060069	道	1	2
n01060069	你	1	3
n01060069	看看	2	4
n01060069	承认	2	3
n01060069	东西	2	2
n01060069	地方	2	4
n01060069	更好	2	3
n01060069	表达	2	4
n01060069	遗憾	2	8
n01061016	针对	2	4
n01061016	夫人	2	2
n01061016	批评	2	4
n01061016	变得	2	6
n01061016	刻薄	2	6
n01061016	卡雷尔	3	6
n01061016	善解	2	6
n01061016	人意	2	3
n01061023	扮演	2	7
n01061023	感受	2	7
n01061023	扮演者	3	9
n01061023	去年	2	4
n01061041	随	1	3
n01061041	疯狂	2	4
n01061041	加剧	2	6
n01061041	废话	2	4
n01061041	威胁	2	4
n01061041	困扰	2	5
n01062035	堆	1	2
n01062035	想	1	3
n01062035	艺术家	3	5
n01063011	音乐	2	4
n01063011	扭	1	2
n01063011	屁股	2	4
n01063011	艺术	2	3
n01063011	兴趣	2	5
n01063011	关心	2	3
n01063043	笔记本	3	6
n01063043	录制	2	4
n01063043	版本	2	5
n01063043	过程	2	5
n01063048	挑战	2	5
n01063048	取得	2	6
n01063048	歌曲	2	6
n01063048	追溯	2	6
n01063048	神经	2	5
n01063048	系统	2	5
n01063048	添加	2	5
n01063048	清晰度	3	8
n01063048	极低	2	4
n01063048	疯传	2	4
n01063048	视频	2	4
n01063051	复兴	2	5
n01063051	强调	2	7
n01063051	绝妙	2	4
n01063051	吸引力	3	5
n01063051	不论	2	4
n01063051	具	1	2
n01063051	艺术性	3	5
n01063051	不适	2	3
n01063051	成长	2	2
n01063051	充满	2	5
n01064009	柏拉图	3	8
n01064009	精心	2	3
n01064009	培育	2	5
n01064009	守护者们	4	8
n01064096	认识	2	5
n01064096	近几	2	3
n01064096	熬夜	2	6
n01064096	阅读	2	7
n01064096	感到	2	6
n01064096	恐惧	2	6
n01064113	卡普兰	3	8
n01064113	驳回	2	6
n01064113	引用	2	4
n01064113	学者	2	5
n01064113	说话	2	6
n01064113	尼罗河	3	7
n01064113	泛滥	2	6
n01064113	杀掉	2	6
n01064113	法老王	3	5
n01064113	理智	2	5
n01065073	其它	2	4
n01065073	当中	2	3
n01066045	基金会	3	8
n01066045	排字版	3	7
n01066045	不愿	2	5
n01066045	看见	2	3
n01066045	草稿	2	5
n01066045	风格	2	5
n01066045	似	1	2
n01066045	影印版	3	10
n01066045	取消	2	5
n01066068	电邮	2	3
n01066068	通信	2	5
n01066068	尝试	2	6
n01066068	着手	2	3
n01066068	探究	2	6
n01066068	字源	2	6
n01066093	完全	2	5
n01066093	忽视	2	4
n01066093	健康	2	5
n01066093	爱丽丝	3	9
n01067014	展览	2	6
n01067014	每幅	2	6
n01067014	地图	2	6
n01067014	讲述	2	4
n01067014	全	1	2
n01067014	事实	2	6
n01067023	展出	2	5
n01067023	院校	2	7
n01067023	考试	2	5
n01067023	国防部	3	8
n01067023	重现	2	3
n01067023	冷战	2	5
n01067023	时期	2	5
n01067023	战斗	2	4
n01067023	场面	2	7
n01067023	眼前	2	5
n01068029	选区	2	5
n01068029	克斯蒂文	4	11
n01068029	以北	2	3
n01068029	选民	2	4
n01068029	欧盟	2	6
n01068038	一定	2	3
n01068038	怀念	2	4
n01068038	纳税人	3	7
n01069004	克里斯蒂安	5	12
n01069004	沃尔玛尔	4	8
n01069004	参赛	2	7
n01069004	不少	2	3
n01069004	铁路	2	5
n01069004	书	1	1
n01069006	截	1	2
n01069006	止	1	1
n01069006	自由	2	3
n01069006	民主党	3	6
n01069006	富裕	2	6
n01069006	区域	2	6
n01069006	萨拉	2	5
n01069006	奥尔尼	3	7
n01069006	夺回	2	5
n01069006	位置	2	5
n01069014	党鞭	2	6
n01069014	分居	2	5
n01069014	竞选	2	6
n01069014	席位	2	5
n01069023	仁慈	2	7
n01069023	处之泰然	4	8
n01069023	实在	2	5
n01069023	怒不可遏	4	9
n01070016	船员	2	5
n01070016	船上	2	5
n01070017	维加	2	4
n01070017	年代	2	4
n01070017	久远	2	4
n01070020	杀	1	2
n01071009	德里	2	6
n01071009	东南部	3	8
n01071009	巴达尔普尔	5	10
n01071009	城内	2	4
n01071009	柴油	2	5
n01071009	发电机	3	4
n01071009	停运	2	8
n01071009	燃煤	2	7
n01071009	电站	2	4
n01072010	布什	2	4
n01072010	广播	2	4
n01072010	电台	2	3
n01072021	缅怀帖	3	7
n01072021	行	1	3
n01072021	克里斯	3	7
n01072021	欣喜	2	5
n01072021	话	1	2
n01072021	资格	2	6
n01072021	非洲人	3	4
n01073004	阻止	2	3
n01073004	澳大利亚队	5	11
n01073023	难道	2	4
n01073023	神坛	2	5
n01073023	地位	2	4
n01074011	裂痕	2	5
n01074011	弥补	2	5
n01074011	击败	2	4
n01074011	英格兰	3	8
n01074015	几乎	2	2
n01074015	无路	2	4
n01074015	退	1	2
n01074015	具备	2	4
n01074015	斗志	2	3
n01074020	比赛	2	5
n01074020	展现	2	5
n01074020	强硬	2	5
n01074020	面	1	5
n01074020	温柔	2	5
n01074026	很棒	2	5
n01074026	乘风破浪	4	9
n01074030	住	1	2
n01074030	宁愿	2	6
n01074030	冲	1	2
n01074030	围	1	2
n01075028	好像	2	4
n01075028	朝上	2	4
n01075028	杯子	2	3
n01075028	下面	2	7
n01075028	小球	2	3
n01075028	弹来	2	4
n01075028	弹去	2	5
n01075044	经过	2	5
n01075044	橄榄球	3	9
n01075044	锦标	2	5
n01075044	赛	1	4
n01075044	战意	2	5
n01075044	高昂	2	7
n01076006	胜利	2	4
n01076006	立刻	2	4
n01076006	动荡	2	6
n01076017	向来	2	3
n01076017	鹰派	2	7
n01076017	倾向	2	5
n01076017	著称	2	6
n01076017	厌战	2	5
n01076017	民意	2	3
n01076030	主张	2	4
n01076030	严刑	2	6
n01077018	密码	2	5
n01077018	遇上	2	4
n01077018	麻烦	2	5
n01077030	然后	2	6
n01077030	真实	2	6
n01077030	系列	2	4
n01077030	下配	2	4
n01077030	文字	2	4
n01077030	意思	2	4
n01077030	图片	2	5
n01078025	当然	2	5
n01078025	现代	2	4
n01078025	德国	2	8
n01078025	纳粹	2	7
n01078025	分开	2	3
n01079015	角落	2	6
n01079015	戴	1	4
n01079015	头巾	2	2
n01079015	穿	1	2
n01079015	牛仔裤	3	6
n01079015	谦逊	2	5
n01079015	另	1	2
n01079065	心灵	2	3
n01079065	接近	2	5
n01079065	摈除	2	7
n01079065	分歧	2	4
n01079065	成见	2	2
n01079065	真正	2	5
n01079065	共处	2	4
n01079069	更为	2	2
n01079069	优异	2	4
n01079069	殊荣	2	4
n01079069	比如	2	3
n01079069	纽约市	3	6
n01079069	医疗	2	4
n01079069	总局	2	5
n01079069	大使	2	3
n01079069	哈佛	2	6
n01079069	商	1	3
n01079069	学院	2	7
n01079069	学历	2	5
n01080039	做到	2	6
n01080042	最后	2	6
n01080042	还是	2	4
n01080042	排除	2	5
n01081022	唐纳	2	5
n01081022	川普	2	4
n01081022	种族	2	5
n01081022	主义者	3	5
n01081022	性别	2	5
n01081022	歧视者	3	6
n01081022	总指挥	3	9
n01081022	的话	2	4
n01081022	极其	2	4
n01081022	合格	2	6
n01082014	转	1	2
n01082014	信贷	2	5
n01082014	借贷	2	6
n01082014	形式	2	4
n01082014	突然	2	5
n01082014	债务	2	5
n01083013	理由	2	3
n01083013	劳工	2	3
n01083013	足够	2	6
n01083013	保护	2	5
n01083035	反	1	2
n01083035	贸易	2	5
n01084008	理论	2	5
n01084008	情侣	2	5
n01084008	开	1	1
n01084008	乐购	2	5
n01084008	余额	2	6
n01084008	赚取	2	4
n01084008	返现	2	5
n01084008	即	1	2
n01084023	免费	2	5
n01084023	有利	2	3
n01084023	选项	2	5
n01084036	随时	2	5
n01084036	拿到	2	6
n01084036	钱	1	2
n01084045	持卡人	3	6
n01084045	有意	2	3
n01084045	贷款	2	6
n01084045	英	1	2
n01084045	镑	1	2
n01084045	利率	2	4
n01085006	硫	1	2
n01085006	养分	2	4
n01085006	土壤	2	7
n01085006	本来	2	3
n01085006	矿物	2	4
n01085008	快进	2	4
n01085008	去	1	2
n01085008	关注	2	4
n01085011	惊讶	2	6
n01085011	即使	2	4
n01085011	酸雨云	3	7
n01085011	总	1	3
n01085011	阳光	2	4
n01086013	荒诞不经	4	10
n01086013	发指	2	4
n01086013	自尊	2	5
n01086013	跟	1	2
n01086013	抗争	2	5
n01086016	清楚	2	5
n01086016	地	1	2
n01086016	听到	2	4
n01086016	噪音	2	7
n01086016	烦躁	2	7
n01086031	确实	2	5
n01086031	可怕	2	4
n01087005	洛克	2	6
n01087005	卡塔拉诺	4	13
n01087005	甚至	2	3
n01087005	呼吸	2	4
n01087005	充斥	2	3
n01087005	复古味	3	7
n01087018	陶醉	2	8
n01087018	图案	2	7
n01087018	颜色	2	5
n01087023	伦敦	2	7
n01087023	搬到	2	5
n01087023	格拉斯哥	4	12
n01087023	搬回	2	6
n01087023	珠宝	2	4
n01087023	设计	2	4
n01087035	喜欢	2	5
n01087035	五彩缤纷	4	11
n01087039	北安普顿	4	8
n01087039	毕业生	3	6
n01087039	成就展	3	8
n01087039	发掘	2	5
n01087039	人才	2	2
n01088026	建议	2	4
n01088026	找	1	2
n01088026	法兰克	3	8
n01088026	模特	2	7
n01088026	大笑	2	3
n01089007	理所当然	4	9
n01089007	办公室	3	5
n01089007	景观	2	6
n01089007	特点	2	6
n01089007	衣服	2	4
n01089007	食物	2	4
n01089007	一点点	3	7
n01089033	温特	2	6
n01089033	出现	2	4
n01089033	一会	2	4
n01089033	并且	2	2
n01089033	拍到	2	4
n01089033	戴上	2	6
n01089033	太阳	2	3
n01089033	眼镜	2	6
n01090004	摩托车	3	5
n01090004	越野赛	3	8
n01090004	越多	2	4
n01090004	越	1	2
n01090037	把玩	2	5
n01090037	灵感	2	6
n01090037	创作	2	5
n01090037	有趣	2	4
n01091013	最多	2	5
n01091013	天真	2	4
n01091013	最坏	2	5
n01091013	射击场	3	6
n01091013	藉机	2	6
n01091013	推卸	2	4
n01091017	政策部	3	7
n01091017	部长	2	4
n01091017	杰夫	2	3
n01091017	诺特	2	7
n01091017	禁令	2	6
n01091017	授权	2	6
n01091017	基础	2	6
n01091017	实施	2	6
n01091019	皇家	2	4
n01091019	鸟类	2	4
n01091019	立场	2	4
n01091019	资源	2	7
n01091019	主义	2	3
n01091019	领导人们	4	7
n01091019	领导人	3	5
n01091019	请愿书	3	7
n01091019	作者	2	4
n01091019	马克	2	4
n01091019	艾弗里	3	3
n01091019	电视	2	3
n01091019	主持人	3	6
n01091019	克	1	3
n01091019	帕克汉姆	4	9
n01092008	错	1	3
n01092025	中午	2	3
n01092025	摩洛哥	3	9
n01092025	日程	2	4
n01092025	届时	2	4
n01092025	发达	2	3
n01092025	相互	2	4
n01092025	对方	2	4
n01092025	抱负	2	5
n01092025	公开	2	3
n01092025	提问	2	4
n01092040	思考	2	4
n01092040	诉讼	2	5
n01092040	范围	2	5
n01092040	限制	2	4
n01092040	那些	2	6
n01092040	项目	2	3
n01093007	拟定	2	4
n01093007	捕捞	2	5
n01093007	上限	2	4
n01093007	凯尔特海	4	11
n01093007	鳕鱼	2	6
n01093007	灭绝	2	4
n01093007	官员	2	4
n01093024	预计	2	4
n01093024	产	1	1
n01093024	爱尔兰海	4	11
n01093024	龙利鱼	3	6
n01093024	比目鱼	3	5
n01093024	鲽鱼	2	6
n01093024	明太鱼	3	6
n01093024	数量	2	6
n01093024	大幅	2	5
n01093025	声明	2	4
n01094014	购物	2	5
n01094014	平台	2	3
n01094022	古希腊	3	8
n01094022	集市	2	4
n01094022	受邀	2	7
n01094022	进去	2	4
n01094022	怎么	2	3
n01094022	容易	2	4
n01094022	李	1	2
n01094022	博士	2	4
n01095004	厌恶	2	4
n01095009	轻易	2	5
n01095009	称	1	3
n01095009	野兽	2	6
n01095019	再	1	1
n01096006	乃至	2	3
n01096006	拥有	2	3
n01096006	开发	2	2
n01096006	有效	2	4
n01096006	防御	2	5
n01096006	需	1	2
n01096006	技能	2	6
n01096032	脆弱	2	8
n01096032	外来	2	3
n01096032	势力	2	4
n01096032	建立	2	4
n01096032	防火墙	3	8
n01096032	奏效	2	5
n01096040	设置	2	5
n01096040	傻子	2	7
n01096040	陷阱	2	5
n01096040	迷惑	2	6
n01096040	威慑	2	6
n01096040	概念	2	5
n01096040	叫做	2	6
n01096040	防卫	2	3
n01097020	话题	2	4
n01097020	讨论	2	5
n01097020	列表	2	4
n01097020	涉及	2	3
n01097020	每	1	2
n01097020	州	1	1
n01097098	站	1	3
n01097098	贝灵汉	3	5
n01097098	边界	2	5
n01098034	回到	2	5
n01098034	火车	2	2
n01098034	继续	2	5
n01098034	南	1	4
n01098034	走	1	2
n01098041	尖塔	2	7
n01098041	小镇	2	5
n01098041	闪	1	2
n01098044	帽子	2	4
n01098044	守卫	2	3
n01098044	指挥	2	6
n01098044	整个	2	4
n01098044	站台	2	5
n01098044	敲轮员	3	7
n01098044	沿着	2	5
n01098044	锤子	2	3
n01098044	轻轻	2	6
n01098044	敲击	2	4
n01098044	起落架	3	9
n01099035	逛	1	3
n01099035	早市	2	4
n01099035	米	1	1
n01099035	棒棒糖	3	10
n01099035	黄蜂茧	3	8
n01099035	普遍	2	5
n01099035	蛹	1	3
n01099035	美味	2	4
n01099035	水牛	2	2
n01099035	肺	1	2
n01099035	槟榔树	3	10
n01099035	树皮	2	4
n01099035	叶	1	2
n01099035	活蟾蜍	3	11
n01099035	鲇鱼	2	6
n01101003	干预	2	3
n01101003	香港	2	6
n01101003	回归	2	5
n01101003	深远	2	7
n01101007	誓言	2	7
n01101007	牵涉	2	5
n01101007	立法会	3	7
n01101007	议员	2	4
n01101007	效忠	2	5
n01101007	中华	2	4
n01101007	人民	2	2
n01101007	宣誓	2	7
n01101012	亲	1	2
n01101012	立法者	3	6
n01101012	就任	2	6
n01101015	防止	2	3
n01101015	市内	2	4
n01101015	瘫痪	2	5
n01101015	必要	2	3
n01101017	防备	2	4
n01101017	波	1	2
n01101017	抗议	2	5
n01102006	安德鲁	3	9
n01102006	马	1	1
n01102006	坦白	2	4
n01102006	大选	2	4
n01102006	事情	2	5
n01103013	梦想	2	6
n01103013	在此	2	4
n01103013	终结	2	6
n01103013	职业	2	6
n01103013	生涯	2	5
n01104011	主导	2	4
n01104011	打	1	2
n01104011	平手	2	2
n01104011	连	1	2
n01104011	弱项	2	6
n01104019	失望	2	4
n01104019	主场	2	4
n01104019	丢	1	2
n01104019	分	1	2
n01105003	安迪	2	4
n01105003	蒙特卡罗	4	10
n01105003	伯诺瓦	3	7
n01105003	帕尔雷	3	6
n01105003	对打	2	4
n01105003	情景	2	6
n01105013	失常	2	4
n01105023	戴维斯杯	4	11
n01105023	角色	2	4
n01106008	担心	2	4
n01106008	承担	2	4
n01106008	财政	2	4
n01106008	负担	2	5
n01106008	人数	2	4
n01106015	霍普利	3	7
n01106015	风险	2	5
n01106015	飙升	2	5
n01107005	大众	2	4
n01107005	汽车	2	5
n01107005	损失	2	4
n01107005	数百亿	3	7
n01107005	欧	1	3
n01107005	首席	2	5
n01107005	执行官	3	7
n01107005	马丁	2	2
n01107005	温特科恩	4	12
n01107006	支付	2	4
n01107006	赔偿	2	7
n01107008	对象	2	5
n01107008	主要	2	4
n01107008	制造厂	3	6
n01107008	品牌	2	5
n01107008	赫伯特	3	7
n01107008	迪斯	2	5
n01107010	提拔	2	4
n01108003	紧接	2	6
n01108003	脱	1	4
n01108003	业务	2	5
n01108003	收缩	2	6
n01108003	其实	2	5
n01108005	顾客	2	6
n01108005	乐观	2	4
n01108005	态度	2	5
n01108005	零售	2	4
n01108005	批发	2	3
n01108005	扩展	2	5
n01108015	受限	2	5
n01108015	很大	2	3
n01108015	赤字	2	3
n01109008	费用	2	4
n01109008	价格	2	6
n01109008	冬季	2	4
n01109008	用量	2	5
n01109008	上涨	2	5
n01109012	能源	2	8
n01109012	固定	2	6
n01109012	大概	2	4
n01109022	昂贵	2	5
n01109022	预付款	3	7
n01109022	收费制	3	6
n01110006	运气	2	6
n01110006	不差	2	3
n01110006	债券	2	5
n01110006	有望	2	4
n01110006	每年	2	4
n01110006	获得	2	7
n01110008	有奖	2	4
n01110008	债券奖	3	8
n01110008	普通	2	6
n01110008	储蓄	2	7
n01110008	区别	2	5
n01110022	溢价	2	7
n01110022	国民	2	4
n01110022	当作	2	4
n01110022	筹募	2	7
n01110022	开支	2	3
n01110022	基金	2	5
n01111018	投资者们	4	9
n01111018	成群结队	4	9
n01111018	投到	2	4
n01111021	紧随	2	6
n01111021	其后	2	5
n01111021	英杰华	3	7
n01111021	收益型	3	8
n01111021	高收益型	4	12
n01111030	海外	2	5
n01111030	资产	2	4
n01111030	贬值	2	5
n01111030	获利	2	5
n01112002	阿迪达斯	4	10
n01112002	漂浮	2	6
n01112002	各地	2	4
n01112002	废料	2	4
n01112002	制造	2	5
n01112002	鞋子	2	4
n01112002	协助	2	4
n01112002	清理	2	4
n01112002	海洋	2	5
n01112012	刺激	2	6
n01112012	改变	2	4
n01112012	需求	2	3
n01112014	份	1	3
n01112014	除非	2	4
n01112014	采取	2	4
n01112014	根本性	3	6
n01112014	措施	2	6
n01112014	垃圾	2	4
n01112014	排入	2	3
n01112014	否则	2	4
n01112014	海里	2	4
n01112014	塑料	2	6
n01112014	鱼	1	3
n01113021	奇迹	2	5
n01113021	般	1	2
n01113021	艰难	2	4
n01113021	康复	2	5
n01114012	保健署	3	9
n01114012	巨大	2	3
n01114012	敦促	2	6
n01114025	成年人	3	4
n01114025	糟糕	2	6
n01114025	天气	2	4
n01114025	受伤	2	6
n01114025	低估	2	5
n01114025	冬天	2	3
n01114025	寒冷	2	6
n01115005	周六	2	5
n01115005	演出	2	6
n01115013	不可思议	4	7
n01115013	准备	2	4
n01115013	好	1	2
n01116009	六十	2	3
n01116009	中期	2	4
n01116009	马拉	2	3
n01116009	萨德	2	8
n01116009	精神病	3	6
n01116014	裙子	2	4
n01116014	现代化	3	6
n01116018	精力	2	3
n01116018	哪儿	2	4
n01116018	引发	2	3
n01116018	冲击波	3	6
n01116018	吼声	2	5
n01116021	对峙	2	5
n01116021	脖子	2	5
n01116021	前伸	2	5
n01116021	青筋	2	5
n01116021	暴起	2	6
n01116021	手	1	1
n01116021	抖动	2	5
n01116035	挑剔	2	5
n01116035	格伦达	3	8
n01116035	精彩	2	5
n01116035	表现	2	4
n01117007	数十	2	4
n01117007	从事	2	5
n01117007	时事	2	5
n01118003	放下	2	4
n01118003	麦克风	3	7
n01118010	导演	2	6
n01118010	统计	2	5
n01118010	拍	1	2
n01118010	八	1	1
n01118010	剧情片	3	7
n01118017	电影院	3	10
n01118017	巨变	2	4
n01118017	以至	2	4
n01118017	好莱坞	3	6
n01118017	疏远	2	5
n01118017	家庭	2	5
n01118017	观众	2	5
n01119011	角度	2	5
n01119011	欢乐	2	4
n01119011	闹剧	2	7
n01119011	沈重	2	3
n01119011	社会	2	5
n01119011	戏剧	2	6
n01119011	稳定	2	6
n01119011	平衡	2	7
n01119012	某种	2	4
n01119012	和蔼可亲	4	10
n01119012	含蓄	2	5
n01119012	暖	1	3
n01119012	心房	2	3
n01119012	周日	2	4
n01119012	下午	2	4
n01119012	观赏	2	5
n01119012	特制	2	5
n01119017	鲍勃	2	7
n01119017	永	1	1
n01119017	停歇	2	8
n01119017	制造机	3	7
n01119019	没	1	2
n01120008	大部分	3	6
n01120008	前线	2	5
n01120008	作战	2	5
n01120008	缺乏	2	4
n01120008	经验	2	6
n01120008	多斯	2	5
n01120008	功绩	2	5
n01120008	想像	2	5
n01120020	医护	2	4
n01120020	全副	2	6
n01120020	武装	2	5
n01120020	除	1	3
n01121032	美利肯	3	6
n01121032	死	1	3
n01121032	古怪	2	5
n01121051	第二	2	5
n01121051	季	1	2
n01122024	超级	2	5
n01122024	英雄	2	5
n01122024	人类	2	3
n01122024	范畴	2	5
n01122024	对待	2	5
n01122024	吉玛	2	4
n01123010	杀戮	2	6
n01123010	强烈	2	6
n01123010	欲望	2	5
n01123010	克顿	2	5
n01123010	黑暗	2	4
n01123012	桑德兰	3	12
n01123024	或许	2	6
n01123024	离	1	4
n01123024	摆脱	2	7
n01123024	日子	2	2
n01123024	不远	2	4
n01125009	倒退	2	5
n01125009	回	1	3
n01125009	七十	2	2
n01125009	短绒	2	5
n01125009	加	1	2
n01125009	外层	2	5
n01125009	表面	2	7
n01125009	流行	2	5
n01125016	地标	2	4
n01125016	建筑	2	5
n01125016	南银	2	6
n01125016	大厦	2	4
n01125016	聘请	2	5
n01125016	室内	2	4
n01125016	设计师	3	6
n01125016	瑞秋	2	5
n01125016	温汉	2	5
n01125016	公寓	2	4
n01125030	痴迷	2	5
n01125030	触	1	2
n01125030	紧密	2	6
n01127008	朱婷	2	6
n01127008	法庭	2	5
n01127008	受审	2	5
n01127008	谋杀罪	3	7
n01127008	扰乱	2	4
n01127008	葬礼	2	7
n01127008	罪	1	2
n01127089	选	1	3
n01127130	高等	2	7
n01127130	十分	2	3
n01127130	镇定	2	6
n01128017	遵守	2	6
n01128017	多少	2	4
n01128017	法规	2	4
n01128017	衡量	2	9
n01128021	快速	2	4
n01128021	打开	2	3
n01128021	盲目	2	3
n01128021	点开	2	4
n01128021	链接	2	6
n01128021	附件	2	5
n01128021	后果	2	5
n01128025	首先	2	4
n01128033	可疑	2	6
n01128033	漏洞	2	7
n01128033	恶意	2	4
n01129006	白色	2	3
n01129006	恐怖	2	6
n01129006	底下	2	4
n01129006	变成	2	3
n01129006	新目标	3	6
n01129010	国土	2	4
n01129017	二	1	2
n01129017	动员	2	5
n01129017	登记	2	4
n01129017	名单	2	4
n01129017	毫无	2	5
n01129021	激烈	2	7
n01129021	当天	2	3
n01129021	混乱	2	5
n01129021	够多	2	6
n01130003	北卡罗来纳州	6	9
n01130003	投票数	3	7
n01130003	有史	2	2
n01130003	最低	2	5
n01130025	自负	2	4
n01130025	傲慢	2	7
n01130025	有权	2	3
n01130025	有势	2	4
n01130025	喜怒无常	4	10
n01130025	性格	2	5
n01130025	有害	2	4
n01130025	无益	2	4
n01131007	提前	2	5
n01131007	佛罗里达州	5	8
n01131007	投	1	2
n01131007	票	1	2
n01131013	之所以	3	5
n01131013	领先	2	4
n01131013	缺席	2	5
n01131013	整体	2	5
n01131013	优势	2	5
n01131013	早些	2	6
n01132013	写完	2	6
n01132013	广受	2	4
n01132013	好评	2	4
n01132013	丛书	2	4
n01132013	现	1	2
n01132013	凛冬	2	8
n01132013	寒风	2	6
n01132013	春晓	2	5
n01133014	荷兰	2	7
n01133014	电动	2	4
n01133014	商业化	3	8
n01133022	哈雷	2	6
n01133022	戴维森	3	9
n01133022	盛传	2	4
n01133022	大事	2	4
n01133022	年表	2	4
n01133022	准确	2	4
n01134005	股票	2	4
n01134005	期货	2	6
n01134005	升幅	2	5
n01134005	百分点	3	7
n01134005	欧洲	2	5
n01134005	齐平	2	3
n01134007	全部	2	5
n01134007	售出	2	4
n01134007	受到	2	5
n01134015	鼎力	2	3
n01134015	累积如山	4	8
n01134020	保护局	3	7
n01134020	浮出	2	5
n01134020	水面	2	6
n01135002	中国人	3	5
n01135002	炸鸡	2	4
n01135002	胃口	2	3
n01135002	投资者	3	7
n01135002	喜爱	2	6
n01135002	百胜	2	4
n01135002	餐饮	2	6
n01135002	肯德基	3	10
n01135002	母	1	1
n01136005	公民	2	3
n01136005	联盟	2	6
n01136005	最终	2	6
n01136005	该州	2	3
n01136005	该案	2	5
n01136005	打到	2	4
n01136006	深爱	2	7
n01136006	夫妇	2	3
n01136006	理查德	3	10
n01136006	勉强	2	5
n01136006	参与者	3	7
n01136010	爱侣	2	6
n01136010	米尔德里德	5	14
n01136010	省略	2	5
n01136010	求婚	2	4
n01136010	简短	2	5
n01137003	假期	2	7
n01137003	粉丝	2	6
n01137003	怪奇	2	6
n01137003	物语	2	5
n01137003	里面	2	6
n01137003	人物	2	3
n01137010	没看	2	4
n01137010	集	1	2
n01137010	响	1	3
n01138007	尼根	2	4
n01138007	杰弗里	3	4
n01138007	迪恩	2	6
n01138007	摩根	2	4
n01138007	饰演	2	7
n01138007	优秀	2	4
n01138007	些许	2	7
n01138017	诺曼	2	7
n01138017	好朋友	3	5
n01138017	情感	2	6
n01138017	状态	2	4
n01138017	不佳	2	4
n01138017	难受	2	5
n01138026	脱口秀	3	7
n01138026	闲话	2	4
n01138026	行尸	2	4
n01139006	开展	2	4
n01139006	建设	2	4
n01139006	巴拉特	3	6
