sent_id	word_sound	character_token_n	sound_n
n01031005	['ji', 'su']	2	4
n01031005	['bi', 'yun', 'y#']	3	7
n01031005	['qian', 'li']	2	6
n01031021	['bu', '$oŋ']	2	5
n01031021	['xun', '$#']	2	5
n01031021	['bi', 'yun']	2	5
n01031021	['zu', 'he']	2	4
n01031021	['man', '$aŋ']	2	6
n01031021	['lv', '$eŋ']	2	5
n01031021	['xi#', 'bu']	2	5
n01032032	['d#', 'y#']	2	4
n01032032	['gen', '$en', 'di', 'gu']	4	10
n01032032	['zoŋ', 'ji#']	2	6
n01032032	['xin', 'yaŋ']	2	6
n01032032	['fan', 'dui']	2	6
n01032032	['xin']	1	3
n01032032	['li', 'fa']	2	4
n01033005	['$oŋ', 'liu']	2	6
n01033005	['y#', '$u']	2	4
n01033005	['#', '$eŋ']	2	4
n01033005	['$eŋ', 'yin']	2	6
n01033012	['xi', 'yan']	2	5
n01033012	['zoŋ', '$u']	2	5
n01033012	['tu', 'bian']	2	6
n01033012	['$u', 'mu']	2	4
n01033012	['$i', 'jie']	2	5
n01033012	['lian', 'xi']	2	6
n01033021	['ran', 'er']	2	5
n01033021	['w#', 'neŋ']	2	5
n01033021	['$u', 'ru']	2	4
n01033021	['paŋ', 'guaŋ']	2	7
n01033021	['zu', '$i']	2	4
n01033021	['$#', 'd#']	2	4
n01033021	['xiaŋ', 'toŋ']	2	7
n01033021	['qu', '$i']	2	4
n01033021	['m#', 'y#']	2	4
n01033021	['b#', 'lu']	2	4
n01033028	['nv', '$i']	2	4
n01033028	['jian', 'qi#']	2	7
n01033028	['yi', 'ɥæn']	2	5
n01033028	['$i', 'li#']	2	5
n01033031	['s#', 'mi#']	2	5
n01033031	['y#', 'f#']	2	4
n01033031	['ɥe', 'l#', 'ɥe']	3	6
n01033031	['yin']	1	3
n01034033	['ru', 'guo']	2	5
n01034033	['taŋ', 'na', 'de']	3	7
n01034033	['reŋ']	1	3
n01034033	['yi', 'd#']	2	4
n01034033	['tui', 'jin']	2	6
n01034033	['xian', 'y#']	2	6
n01034033	['goŋ', 'toŋ']	2	6
n01034033	['yi', '$eŋ']	2	5
n01034033	['que', 'b#']	2	5
n01034033	['w#', 'hu']	2	4
n01034033	['jia', 'na', 'da']	3	7
n01034033	['qi', 'ye']	2	4
n01034033	['li', 'yi']	2	4
n01034060	['te', 'lu', 'duo']	3	7
n01034060	['yan', '$aŋ']	2	6
n01034060	['wu', 'lwən']	2	6
n01035004	['jin', 'guan']	2	7
n01035004	['jin', 'tian']	2	7
n01035004	['$aŋ', 'wu']	2	5
n01035004	['$#', 'pian']	2	6
n01035004	['xian', 'ran']	2	7
n01035004	['wu', 'jia', 'ke', 'gui']	4	10
n01035004	['koŋ']	1	3
n01035004	['$i', 'mjəŋ']	2	6
n01035004	['ci', '$aŋ']	2	5
n01035004	['a', 'bwo', 'ci', 'fu', 'de']	5	10
n01035004	['g#', '$oŋ']	2	5
n01035004	['nian', 'qjəŋ']	2	8
n01035004	['nv', 'h#']	2	4
n01035004	['yi', 'wen']	2	5
n01035004	['da', 'an']	2	4
n01035013	['z#', 'qian']	2	6
n01035013	['ke', 'l#', 'en']	3	6
n01035013	['si', 'hu']	2	4
n01035013	['fan', 'zui']	2	6
n01035013	['guan', 'yu']	2	6
n01035013	['zui', 'jin']	2	6
n01035013	['xjəŋ', 'zoŋ']	2	7
n01035013	['mwo', 'hu']	2	5
n01035013	['xi', 'jie']	2	5
n01035025	['geŋ']	1	3
n01035025	['que', 'qie']	2	6
n01035025	['a', 'bwo', 'zi', 'fu', 'de']	5	10
n01035030	['$en', 'mwo', 'gua', 'yan']	4	12
n01035030	['he', 'zuo']	2	5
n01035030	['qjəŋ', 'ɥæn']	2	7
n01035030	['z#', '$u']	2	4
n01035030	['l#', 'faŋ']	2	5
n01035030	['fa', 'ɥæn']	2	5
n01035030	['tjəŋ', '$eŋ', 'hui']	3	10
n01036002	['an', 'da', 'lve', '$eŋ']	4	10
n01036002	['faŋ', 'di', '$an']	3	8
n01036002	['jjəŋ', 'ji', 'ren']	3	9
n01036002	['geŋ', 'duo']	2	6
n01036002	['b#', '$aŋ']	2	5
n01036002	['xi#', 'f#', '$e']	3	7
n01036002	['$eŋ', 'fa']	2	5
n01036002	['can', 'yu']	2	5
n01036002	['d#', 'de']	2	4
n01036002	['xjəŋ', 'w#']	2	6
n01036002	['d#', 'li', '$aŋ']	3	7
n01036020	['ji', 'yu']	2	4
n01036020	['fu', 'ze']	2	4
n01036020	['guan', 'li']	2	6
n01036020	['$eŋ', 'n#']	2	5
n01036020	['d#', 'li', 'ren']	3	7
n01036020	['li', '$i', 'hui']	3	7
n01036020	['ju', 'y#']	2	4
n01036020	['geŋ', 'da']	2	5
n01036020	['$i', 'fa']	2	4
n01036020	['di#', '$a']	2	5
n01036033	['$eŋ', '$#']	2	5
n01036033	['fa', 'kuan']	2	6
n01037020	['ri', 'yi']	2	4
n01037020	['$uaŋ', 'da']	2	6
n01037020	['$oŋ', '$an']	2	6
n01037020	['jie', 'ji']	2	5
n01037020	['fa', '$u']	2	4
n01037020	['f#', 'toŋ', 'xun', '$aŋ']	4	11
n01037020	['hu', '$eŋ']	2	5
n01037020	['koŋ', 'su']	2	5
n01037020	['d#', '$eŋ', '$i']	3	7
n01037020	['y#', 'du']	2	4
n01037020	['qiaŋ', 'f#']	2	6
n01037020	['wu', 'm#']	2	4
n01037020	['fu']	1	2
n01038021	['kan', 'd#']	2	5
n01038021	['ba', 'xi']	2	4
n01038021	['nan', 'f#']	2	5
n01038021	['yin', 'du']	2	5
n01038021	['da', 'xjəŋ']	2	6
n01038021	['xin', 'xjəŋ']	2	7
n01038021	['$u', 'jian']	2	6
n01038021	['dan', 'fu']	2	5
n01038021	['wen', '$i']	2	5
n01038021	['qi', 'ti']	2	4
n01038021	['ze', 'ren']	2	5
n01038025	['deŋ', 'd#']	2	5
n01038025	['ren', 'qi']	2	5
n01038025	['jie', '$u']	2	5
n01038025	['ti#', 'kuan']	2	7
n01038025	['tui', '$u']	2	5
n01039013	['toŋ', '$i']	2	5
n01039013	['ke', 'lin', 'dwən']	3	9
n01039013	['meŋ', 'y#', 'men']	3	8
n01039013	['ju', 'guaŋ', 'deŋ']	3	9
n01039013	['$i', 'ze']	2	4
n01039013	['mie', '$i']	2	5
n01039013	['nv', 'xjəŋ']	2	6
n01039013	['zu', 'yi']	2	4
n01039013	['xjəŋ', 'qjəŋ']	2	8
n01039013	['wu', 'fa']	2	4
n01039013	['$eŋ', 'ren']	2	6
n01039018	['xioŋ', 'di', 'men']	3	9
n01039039	['qi', 'zi']	2	4
n01039039	['m#', 'la', 'ni', 'ya']	4	8
n01039039	['da', 'hui']	2	5
n01039039	['yi', 'l#']	2	4
n01039039	['$#', 'ci']	2	4
n01039039	['liaŋ', 'xiaŋ']	2	8
n01039039	['huo', 'doŋ']	2	6
n01040028	['yi', 'yaŋ']	2	5
n01040028	['fu', 'd#', 'ɥæn']	3	7
n01040028	['hui', 'mian']	2	7
n01040028	['tan', 'lwən']	2	7
n01040028	['an', 'w#']	2	4
n01040028	['jian', 'd#']	2	6
n01040028	['peŋ', 'y#', 'men']	3	8
n01041006	['teŋ', 'toŋ']	2	6
n01041006	['$e', 'mwo']	2	5
n01041006	['bjəŋ', 'ren']	2	7
n01041006	['z#', 'nan']	2	5
n01041006	['c#', 'faŋ']	2	5
n01041018	['m#', 'er', 'li', 'si']	4	8
n01041018	['goŋ', 'ju']	2	5
n01041018	['$u', 'faŋ', 'jian']	3	9
n01041018	['yi', 'mi#']	2	5
n01042004	['ɥæn', '$u', 'min']	3	8
n01042004	['hu', 'doŋ']	2	5
n01042004	['dan', 'y#']	2	5
n01042004	['wen', 'ti']	2	5
n01042004	['$en', '$a']	2	5
n01042004	['$u', 'ren']	2	5
n01042004	['ge', 'li']	2	4
n01042004	['m#', 'ke', 'n#', 'er', 'li']	5	10
n01042004	['djəŋ', 'li']	2	6
n01042004	['jian', 't#']	2	6
n01042004	['$i', 'xiaŋ']	2	6
n01042008	['fu', 'he']	2	4
n01042008	['ju', '$eŋ']	2	5
n01042008	['b#', 'bu']	2	4
n01042008	['jjəŋ', 'guan']	2	8
n01042008	['$an', 'doŋ', 'xjəŋ']	3	10
n01042008	['yan', 'lwən']	2	7
n01043005	['g#', 'guan', 'men']	3	9
n01043005	['$eŋ', 'goŋ']	2	6
n01043005	['yu', 'qi']	2	4
n01043005	['ji', 'xi#']	2	5
n01043005	['goŋ', 'zi']	2	5
n01043005	['goŋ', 'xiaŋ']	2	7
n01043005	['da', 'ɥe']	2	4
n01043014	['nian', 'du']	2	6
n01043014	['yu', 'suan']	2	6
n01043014	['$i', 'si', 'yi']	3	6
n01043014	['ɥæn', 'goŋ']	2	6
n01043025	['lian', 'baŋ']	2	7
n01043025	['$u', 'doŋ']	2	5
n01043025	['bu', 'men']	2	5
n01043025	['zoŋ', 'ji', 'xi#']	3	8
n01043025	['jiaŋ', 'jin']	2	7
n01043025	['waŋ', '$aŋ']	2	6
n01043025	['guo', '$i']	2	5
n01043027	['zoŋ', 'e']	2	4
n01043027	['$a']	1	2
n01043027	['bu', 'duo']	2	5
n01044004	['ljəŋ', 'd#']	2	6
n01044004	['w#', 'ɥæn', 'hui']	3	8
n01044004	['$#', 'wen']	2	5
n01044004	['ge', 'm#', 'li']	3	6
n01044004	['hui', 'fu']	2	5
n01044004	['goŋ', '$oŋ']	2	6
n01044004	['fa', '$i']	2	4
n01044004	['xin', 'xin']	2	6
n01044004	['bu', 'ke']	2	4
n01044009	['$i', '$#']	2	4
n01044009	['ljəŋ', 'w#']	2	6
n01044009	['kui', 'b#', 'ke', '$eŋ']	4	10
n01044009	['ji', '$e']	2	4
n01044009	['daŋ', 'zuo']	2	6
n01044009	['jjəŋ', '$a']	2	6
n01044009	['jie', 'fa']	2	5
n01045010	['yin', 'w#']	2	5
n01045010	['$eŋ', '$i', 'jia']	3	8
n01045010	['$eŋ', 'daŋ']	2	6
n01045010	['c#', 'wu']	2	4
n01045010	['juan', '$u']	2	6
n01045010	['ge', 'ren']	2	5
n01045010	['y#', 'xian']	2	6
n01045010	['jin', 'ru']	2	5
n01045010	['huo', '$i']	2	5
n01045010	['mjəŋ', 'xian']	2	8
n01045010	['y#', 'xian', 'quan']	3	10
n01045010	['$i', 'nan']	2	5
n01045010	['$e', 'yaŋ']	2	5
n01045035	['fa', 'guan']	2	6
n01045035	['da', 'f#']	2	4
n01045035	['qi', '$a']	2	4
n01045035	['w#', 'fan']	2	5
n01045035	['xin', 'tuo']	2	6
n01045035	['tjəŋ', '$en']	2	7
n01045035	['xi', 'qjəŋ']	2	6
n01045035	['suo', 'y#']	2	5
n01045035	['c#', 'djəŋ']	2	6
n01045035	['can', 'yi', 'ɥæn']	3	8
n01045035	['gui', 'djəŋ']	2	7
n01046003	['dian', 'hua']	2	7
n01046036	['wu', 'xian']	2	6
n01046036	['yoŋ', 'hu']	2	5
n01046036	['b#', 'd#']	2	4
n01046036	['baŋ', 'ji']	2	5
n01046057	['yiŋ', 'yoŋ']	2	6
n01046057	['ke', 'hu']	2	4
n01046057	['jian', 'koŋ']	2	7
n01046057	['$i', 'yoŋ', 'liaŋ']	3	9
n01047048	['jiu', '$i']	2	5
n01047048	['bu', 'duan']	2	6
n01047048	['hui', 'l#']	2	5
n01047048	['$eŋ', 'qu']	2	5
n01048008	['yu', 'ce']	2	4
n01048008	['wan', 'goŋ']	2	6
n01048008	['zu', 'lin']	2	5
n01048008	['xin', 'goŋ', 'yu']	3	8
n01048008	['$uo', 'mjəŋ']	2	7
n01048008	['guo', 'n#']	2	5
n01048008	['t#', 'zi', 'ren']	3	7
n01048008	['da', 'duo', 'lwən', 'duo', '$i']	5	14
n01048008	['$oŋ', 'y#']	2	5
n01048008	['zuo', 'yoŋ']	2	6
n01049022	['pin', '$oŋ']	2	6
n01049022	['$an', 'pin']	2	6
n01049022	['nin']	1	3
n01049022	['ye', 'wan']	2	5
n01049022	['ru', '$ui']	2	5
n01049022	['ke', 'luo', 'la', 'duo', '$#']	5	12
n01049022	['dan', 'fu', '$i']	3	7
n01049022	['zoŋ', 'bu']	2	5
n01049022	['da', 'ma']	2	4
n01049033	['fa', 'lv']	2	4
n01049033	['kuaŋ', 'jia']	2	7
n01049033	['k#']	1	2
n01049033	['qjəŋ', 'xu']	2	6
n01049033	['min', 'jian']	2	7
n01049033	['li#', 'fa']	2	5
n01049033	['c#', 'gen']	2	5
n01049033	['qi', 'ɥæn']	2	5
n01049033	['na', 'me']	2	4
n01049033	['c#', 'ce']	2	4
n01050006	['tie']	1	3
n01050006	['ren', 'ti']	2	5
n01050006	['$eŋ', '$an']	2	6
n01050006	['xue', 'hoŋ', 'dan', 'b#']	4	11
n01050006	['bi', 'xu']	2	4
n01050006	['hoŋ']	1	3
n01050006	['xi', 'b#']	2	4
n01050006	['dan', 'b#', '$i']	3	7
n01050006	['yaŋ', 'qi']	2	5
n01050006	['$uan', 'soŋ']	2	7
n01050006	['ge', 'ge']	2	4
n01050009	['deŋ', 'h#']	2	5
n01050014	['zoŋ', 'ti']	2	5
n01050014	['$u', 'b#']	2	4
n01050014	['pian', 'di']	2	6
n01050014	['xue', 'ye']	2	5
n01050014	['fu', 'wu']	2	4
n01050019	['$i', 'd#']	2	4
n01050019	['faŋ', '$en']	2	6
n01050019	['juan', 'xian', '$e']	3	10
n01051004	['de', 'ke', 'sa', 'si', '$#']	5	10
n01051004	['$wən', 'ma', 'ma']	3	8
n01051004	['g#', '$i']	2	4
n01051004	['$u', '$eŋ']	2	5
n01051004	['h#', 'zi']	2	4
n01051004	['c#']	1	2
n01051004	['xia', 'l#']	2	5
n01051004	['li', 'xjəŋ']	2	6
n01051004	['$#', '$eŋ', 'bwo']	3	8
n01051004	['jian', 'ce']	2	6
n01051004	['bian']	1	4
n01051004	['fu', 'za']	2	4
n01051006	['di', 'w#', 'bu']	3	6
n01051006	['ji', 't#', 'liu']	3	7
n01051006	['b#', 'b#']	2	4
n01051006	['w#', 'gu']	2	4
n01051006	['$u', 'l#']	2	4
n01051007	['fa', 'xian']	2	6
n01051007	['fa', '$eŋ', 'lv']	3	7
n01052004	['g#', 'ljəŋ']	2	6
n01052006	['xjəŋ', 'roŋ']	2	7
n01052006	['wu', 'yi', 'lwən', 'bi']	4	10
n01052006	['bwo', '#']	2	4
n01052006	['$an', 'liaŋ']	2	7
n01052006	['gu', '$i']	2	4
n01052006	['wen', 'tan']	2	6
n01052006	['liu', 'xia']	2	6
n01052006	['guaŋ', 'hui']	2	7
n01052006	['yin', 'ji']	2	5
n01053008	['y#', 'xie']	2	5
n01053008	['doŋ']	1	3
n01053008	['faŋ', 'tan']	2	6
n01053036	['gaŋ', 'man']	2	6
n01053036	['qi', 'ljəŋ']	2	6
n01053036	['qiaŋ']	1	4
n01053036	['y#', 'li']	2	4
n01053036	['hu', 'yu', '$e']	3	6
n01053036	['ye', '$i']	2	4
n01053036	['nv', 'h#', 'men']	3	7
n01053036	['yoŋ', 'b#']	2	5
n01053036	['zi', '$en']	2	5
n01053036	['$en', 'm#']	2	5
n01053036	['bi#', '$wən']	2	7
n01053036	['ji', 'ji']	2	4
n01053036	['fen', 'zi']	2	5
n01053041	['$uan', 'bian']	2	8
n01054011	['yi', 'dan']	2	5
n01054011	['guan', 'faŋ']	2	7
n01054011	['p#', 'dui']	2	5
n01054011	['fa', 'bi#']	2	5
n01054011	['pjəŋ', 'lwən']	2	8
n01054011	['huan', 'yiŋ']	2	7
n01054017	['tu', '$u']	2	4
n01054017	['qun', 'ti']	2	5
n01054017	['z#', 'n#']	2	4
n01054017	['qjəŋ', '$i']	2	6
n01054017	['wen', 'hua']	2	6
n01055008	['mu', 'di']	2	4
n01055008	['haŋ', 'ye']	2	5
n01055008	['xiaŋ', 'guan', '$e']	3	10
n01055008	['fan', 'kui']	2	6
n01055038	['yu', 'le']	2	4
n01055038	['ji#', 'yu']	2	5
n01055038	['ke', 'yan']	2	5
n01055047	['bi', 'jjəŋ']	2	6
n01055047	['hu', 'lian', 'waŋ']	3	9
n01055047	['$e', '$i', 'pin']	3	7
n01057014	['sui', 'pian']	2	7
n01057014	['xjəŋ', '$eŋ']	2	7
n01057014	['ɥæn', 'huan']	2	7
n01057014	['$oŋ', 'li']	2	5
n01057014	['la', 'd#']	2	4
n01057014	['yi', 'qi']	2	4
n01057014	['ɥe', 'liaŋ']	2	6
n01057036	['bu', 'guo']	2	5
n01057036	['xuan', 'er', 'w#', 'jue']	4	11
n01058037	['xi', 'er', 'si', 'b#']	4	8
n01058037	['ji#', 'taŋ', '$an']	3	9
n01058037	['$en', 'qu']	2	5
n01058037	['hoŋ', '$a']	2	5
n01058052	['b#', 'ka', 'luo', 'l#', 'na', '$#']	6	13
n01058052	['yan', 'ge']	2	5
n01058052	['fa', 'an']	2	4
n01058052	['kan', 'b#', 'er']	3	7
n01058052	['ji#', 'taŋ']	2	6
n01058052	['fu', 'jin']	2	5
n01058052	['ji#']	1	3
n01058052	['ru', 'he']	2	4
n01058052	['yiŋ', 'dui']	2	6
n01058052	['$u', 'ce']	2	4
n01058052	['kwən', 'nan']	2	7
n01058064	['b#', 'fa']	2	4
n01058064	['xin', 'l#', 'xiaŋ', 'fa']	4	11
n01058064	['ji#', '$i']	2	5
n01058064	['qi', 'te']	2	4
n01058064	['bu', 'fen']	2	5
n01058064	['$a', 'jue']	2	5
n01058064	['xuan', 'ju']	2	6
n01058064	['$#', 'w#']	2	4
n01059008	['jjəŋ', 'ji']	2	6
n01059008	['ci', 'ljəŋ']	2	6
n01059008	['bu', 'yi', '$i']	3	6
n01059008	['si', 'ceŋ', 'xiaŋ', '$i']	4	11
n01059008	['huo', '$e']	2	5
n01059008	['ben']	1	3
n01059008	['yiŋ']	1	3
n01059008	['ru', 'ci']	2	4
n01059019	['jjəŋ', 'ji', 'xue', 'jia']	4	12
n01059019	['g#', 'jie']	2	5
n01059019	['bu', 'y#']	2	4
n01059019	['c#', 'yoŋ']	2	5
n01059019	['bie', 'ji#']	2	6
n01059019	['$eŋ', 'ce']	2	5
n01059025	['lin', 'ken']	2	6
n01059025	['$i', '$eŋ']	2	5
n01059025	['qi', 'jian']	2	6
n01059025	['gen', 'ben']	2	6
n01059025	['ti', '$i']	2	4
n01059025	['$i', 'jiu']	2	5
n01059054	['su', 'la']	2	4
n01059054	['luo', 'ma']	2	5
n01059054	['$a', 'yi']	2	4
n01059054	['xiaŋ', 'si', 'xjəŋ']	3	10
n01059054	['bu', 'neŋ']	2	5
n01059054	['mwo', '$a']	2	5
n01060069	['toŋ', 'yi']	2	5
n01060069	['ni']	1	2
n01060069	['kan', 'kan']	2	6
n01060069	['doŋ', 'xi']	2	5
n01060069	['di', 'faŋ']	2	5
n01060069	['geŋ', 'h#']	2	5
n01060069	['bi#', 'da']	2	5
n01060069	['yi', 'han']	2	5
n01061016	['$en', 'dui']	2	6
n01061016	['fu', 'ren']	2	5
n01061016	['pi', 'pjəŋ']	2	6
n01061016	['bian', 'de']	2	6
n01061016	['ke', 'bwo']	2	5
n01061016	['ka', 'l#', 'er']	3	6
n01061016	['$an', 'jie']	2	6
n01061016	['ren', 'yi']	2	5
n01061023	['ban', 'yan']	2	6
n01061023	['gan', '$#']	2	5
n01061023	['ban', 'yan', '$e']	3	8
n01061023	['qu', 'nian']	2	6
n01061041	['feŋ', 'kuaŋ']	2	7
n01061041	['jia', 'ju']	2	5
n01061041	['f#', 'hua']	2	5
n01061041	['w#', 'xie']	2	5
n01061041	['kwən', 'r#']	2	6
n01062035	['yi', '$u', 'jia']	3	7
n01063011	['yin', 'ɥe']	2	5
n01063011	['niu']	1	3
n01063011	['pi', 'gu']	2	4
n01063011	['yi', '$u']	2	4
n01063011	['xjəŋ', 'qu']	2	6
n01063011	['guan', 'xin']	2	7
n01063043	['bi', 'ji', 'ben']	3	7
n01063043	['lu', '$i']	2	4
n01063043	['ban', 'ben']	2	6
n01063043	['guo', '$eŋ']	2	6
n01063048	['ti#', '$an']	2	6
n01063048	['qu', 'de']	2	4
n01063048	['ge', 'qu']	2	4
n01063048	['$ui', 'su']	2	5
n01063048	['$en', 'jjəŋ']	2	7
n01063048	['xi', 'toŋ']	2	5
n01063048	['tian', 'jia']	2	7
n01063048	['qjəŋ', 'xi', 'du']	3	8
n01063048	['ji', 'di']	2	4
n01063048	['feŋ', '$uan']	2	7
n01063048	['$i', 'pin']	2	5
n01063051	['fu', 'xjəŋ']	2	6
n01063051	['qiaŋ', 'di#']	2	7
n01063051	['jue', 'mi#']	2	6
n01063051	['xi', 'yin', 'li']	3	7
n01063051	['bu', 'lwən']	2	6
n01063051	['yi', '$u', 'xjəŋ']	3	8
n01063051	['$oŋ', 'man']	2	6
n01064009	['bwo', 'la', 'tu']	3	7
n01064009	['jjəŋ', 'xin']	2	7
n01064009	['p#', 'yu']	2	4
n01064009	['$#', 'hu', '$e', 'men']	4	9
n01064096	['jin', 'ji']	2	5
n01064096	['#', 'ye']	2	3
n01064096	['ɥe', 'du']	2	4
n01064096	['gan', 'd#']	2	5
n01064096	['koŋ', 'ju']	2	5
n01064113	['ka', 'pu', 'lan']	3	7
n01064113	['bwo', 'hui']	2	6
n01064113	['yin', 'yoŋ']	2	6
n01064113	['xue', '$e']	2	5
n01064113	['$uo', 'hua']	2	6
n01064113	['ni', 'luo', 'he']	3	7
n01064113	['fan', 'lan']	2	6
n01064113	['$a', 'di#']	2	5
n01064113	['fa', 'l#', 'waŋ']	3	7
n01065073	['daŋ', '$oŋ']	2	6
n01066045	['ji', 'jin', 'hui']	3	8
n01066045	['p#', 'zi', 'ban']	3	7
n01066045	['bu', 'ɥæn']	2	5
n01066045	['kan', 'jian']	2	7
n01066045	['c#', 'g#']	2	4
n01066045	['feŋ', 'ge']	2	5
n01066045	['yiŋ', 'yin', 'ban']	3	9
n01066045	['qu', 'xi#']	2	5
n01066068	['dian', 'y#']	2	6
n01066068	['toŋ', 'xin']	2	6
n01066068	['$aŋ', '$i']	2	5
n01066068	['$uo', '$#']	2	5
n01066068	['tan', 'jiu']	2	6
n01066068	['zi', 'ɥæn']	2	5
n01066093	['wan', 'quan']	2	7
n01066093	['hu', '$i']	2	4
n01066093	['jian', 'kaŋ']	2	7
n01066093	['#', 'li', 'si']	3	5
n01067014	['$an', 'lan']	2	6
n01067014	['m#', 'fu']	2	4
n01067014	['di', 'tu']	2	4
n01067014	['jiaŋ', '$u']	2	6
n01067014	['quan']	1	4
n01067023	['$an', '$u']	2	5
n01067023	['ɥæn', 'xi#']	2	6
n01067023	['guo', 'faŋ', 'bu']	3	8
n01067023	['$oŋ', 'xian']	2	7
n01067023	['leŋ', '$an']	2	6
n01067023	['$i', 'qi']	2	4
n01067023	['$an', 'd#']	2	5
n01067023	['$aŋ', 'mian']	2	7
n01067023	['yan', 'qian']	2	7
n01068029	['xuan', 'qu']	2	6
n01068029	['ke', 'si', 'di', 'wen']	4	9
n01068029	['yi', 'b#']	2	4
n01068029	['xuan', 'min']	2	7
n01068029	['#', 'meŋ']	2	4
n01068038	['yi', 'djəŋ']	2	6
n01068038	['hu#', 'nian']	2	7
n01068038	['na', '$ui', 'ren']	3	8
n01069004	['ke', 'li', 'si', 'di', 'an']	5	10
n01069004	['wo', 'er', 'ma', 'er']	4	8
n01069004	['can', 's#']	2	5
n01069004	['bu', '$#']	2	4
n01069004	['tie', 'lu']	2	5
n01069006	['zi', 'y#']	2	4
n01069006	['min', '$u', 'daŋ']	3	8
n01069006	['fu', 'yu']	2	4
n01069006	['qu', 'yu']	2	4
n01069006	['sa', 'la']	2	4
n01069006	['#', 'er', 'ni']	3	5
n01069006	['duo', 'hui']	2	6
n01069006	['w#', '$i']	2	4
n01069014	['daŋ', 'bian']	2	7
n01069014	['fen', 'ju']	2	5
n01069014	['jjəŋ', 'xuan']	2	8
n01069014	['xi', 'w#']	2	4
n01069023	['ren', 'ci']	2	5
n01069023	['$u', '$i', 't#', 'ran']	4	9
n01069023	['$i', 'z#']	2	4
n01069023	['nu', 'bu', 'ke', 'e']	4	7
n01070016	['$uan', 'ɥæn']	2	7
n01070016	['$uan', '$aŋ']	2	7
n01070017	['w#', 'jia']	2	5
n01070017	['nian', 'd#']	2	6
n01070017	['jiu', 'ɥæn']	2	6
n01071009	['de', 'li']	2	4
n01071009	['doŋ', 'nan', 'bu']	3	8
n01071009	['ba', 'da', 'er', 'pu', 'er']	5	10
n01071009	['$#', 'y#']	2	4
n01071009	['fa', 'dian', 'ji']	3	8
n01071009	['tjəŋ', 'yun']	2	7
n01071009	['ran', 'm#']	2	5
n01071009	['dian', '$an']	2	7
n01072010	['bu', '$en']	2	5
n01072010	['guaŋ', 'bwo']	2	7
n01072010	['dian', 't#']	2	6
n01072021	['mian', 'hu#', 'tie']	3	10
n01072021	['xjəŋ']	1	4
n01072021	['ke', 'li', 'si']	3	6
n01072021	['hua']	1	3
n01072021	['zi', 'ge']	2	4
n01072021	['f#', '$#', 'ren']	3	7
n01073004	['#', 'da', 'li', 'ya', 'dui']	5	10
n01073023	['nan', 'd#']	2	5
n01073023	['$en', 'tan']	2	6
n01073023	['di', 'w#']	2	4
n01074011	['lie', 'hen']	2	6
n01074011	['mi', 'bu']	2	4
n01074011	['ji', 'b#']	2	4
n01074011	['yiŋ', 'ge', 'lan']	3	8
n01074015	['ji', 'hu']	2	4
n01074015	['wu', 'lu']	2	4
n01074015	['tui']	1	3
n01074015	['ju', 'b#']	2	4
n01074020	['bi', 's#']	2	4
n01074020	['$an', 'xian']	2	7
n01074020	['qiaŋ', 'yiŋ']	2	7
n01074020	['mian']	1	4
n01074020	['wen', 'r#']	2	5
n01074026	['hen', 'baŋ']	2	6
n01074026	['$eŋ', 'feŋ', 'pwo', 'laŋ']	4	12
n01074030	['njəŋ', 'ɥæn']	2	7
n01075028	['h#', 'xiaŋ']	2	6
n01075028	['$#', '$aŋ']	2	5
n01075028	['b#', 'zi']	2	4
n01075028	['xia', 'mian']	2	7
n01075028	['xi#', 'qiu']	2	6
n01075028	['dan', 'l#']	2	5
n01075028	['dan', 'qu']	2	5
n01075044	['jjəŋ', 'guo']	2	7
n01075044	['gan', 'lan', 'qiu']	3	9
n01075044	['jin', 'bi#']	2	6
n01075044	['s#']	1	2
n01075044	['$an', 'yi']	2	5
n01075044	['g#', 'aŋ']	2	4
n01076006	['$eŋ', 'li']	2	5
n01076006	['li', 'ke']	2	4
n01076006	['doŋ', 'daŋ']	2	6
n01076017	['xiaŋ', 'l#']	2	6
n01076017	['yiŋ', 'p#']	2	5
n01076017	['qjəŋ', 'xiaŋ']	2	8
n01076017	['yan', '$an']	2	6
n01076017	['min', 'yi']	2	5
n01076030	['$u', '$aŋ']	2	5
n01076030	['yan', 'xjəŋ']	2	7
n01077018	['mi', 'ma']	2	4
n01077018	['yu', '$aŋ']	2	5
n01077018	['ma', 'fan']	2	5
n01077030	['ran', 'h#']	2	5
n01077030	['$en', '$i']	2	5
n01077030	['xi', 'lie']	2	5
n01077030	['xia', 'p#']	2	5
n01077030	['wen', 'zi']	2	5
n01077030	['yi', 'si']	2	4
n01077030	['tu', 'pian']	2	6
n01078025	['daŋ', 'ran']	2	6
n01078025	['xian', 'd#']	2	6
n01078025	['de', 'guo']	2	5
n01078025	['na', 'cui']	2	5
n01078025	['fen', 'k#']	2	5
n01079015	['ji#', 'luo']	2	6
n01079015	['t#', 'jin']	2	5
n01079015	['$uan']	1	4
n01079015	['niu', 'z#', 'ku']	3	7
n01079015	['qian', 'xun']	2	7
n01079065	['xin', 'ljəŋ']	2	7
n01079065	['jie', 'jin']	2	6
n01079065	['bin', '$u']	2	5
n01079065	['fen', 'qi']	2	5
n01079065	['$eŋ', 'jian']	2	7
