sent_id	sent_text	clause_n	c_phrase_n
w01101084	# text = 她接到了好几个剧本、电视广告和舞台剧，但是没一个让她感兴趣。	3	5
w01102020	# text = 党卫军军官、带领法兰西民兵追杀抵抗部队的约瑟夫·达尔南德于1945年10月被处死。	2	5
w01102040	# text = 戴高乐命令不得在公共场合表示对丘吉尔的过度崇拜，不经他的命令不得向丘吉尔颁布任何正式奖项。	4	8
w01103022	# text = 电影记录了20世纪80年代中期，卡兰芝因大量吸食海洛而毁灭自己的职业生涯，走向堕落，并死于艾滋病的过程。	5	15
w01105053	# text = 这个系统的成功研发在此次战争中已经太晚了；尽管很多B29轰炸机都装备了“鹰”雷达而且能够很好地应用，但是它的姗姗来迟还是未能改变战场局势。	3	15
w01105054	# text = 阿尔瓦雷茨最为知名的成就当属名为地面控制进场系统的雷达系统，该系统在航空领域中，尤其是在战后的柏林空运中，发挥了关键作用。	4	14
w01105055	# text = 利用阿尔瓦雷茨的偶极天线，地面控制进场系统能够取得很高的角坐标分辨率，从而使得地面雷达控制员能够通过观察高精度显示器，向飞行员发送语音指令，指引正在着陆的飞机进入跑道。	8	16
w01105056	# text = 该系统简单、直接而且效果好，甚至还适用于未经训练的飞行员。	3	9
w01105057	# text = 这套系统是如此的成功，以至于在战后部队还继续使用这项技术，有些国家甚至在20世纪80年代仍在使用。	6	13
w01106021	# text = 随着人口的增长，新的土著居住区也随之出现。	3	5
w01106052	# text = 解放刚果民主力量同盟叛军于1997年4月占领了卢本巴希。	1	4
w01106073	# text = 高海拔有助于降低温度，否则会非常炎热。	2	4
w01107013	# text = 在生命的最后二十年内，希区柯克因为身体欠佳，作品也少了很多。	2	4
w01107063	# text = 有时，希区柯克的电影刻画挣扎于母子关系的人物形象。	2	6
w01107124	# text = 希区柯克更喜欢和同时代最好的人才一起工作，例如电影海报设计师比尔·格德和索尔·巴斯，他们设计的海报能够准确地表达他的电影主题。	3	11
w01108036	# text = 赫尔茨心里有激烈的思想斗争，一面是对取得文学生涯成功的渴望，一面是成为公众人物的期待。	2	7
w01108063	# text = 1896年3月10日，英国大使馆的威廉·赫尔勒牧师拜访了赫尔茨。	1	4
w01109009	# text = 在其中的一集中，他扮演了一名灵巧的吉他手。	2	5
w01109036	# text = 莱尼一直缺乏女人缘，打着光棍。	2	5
w01109120	# text = 有一次，他被暗示是一名卧底，目标是霍默。	3	6
w01111021	# text = 决定学习戏剧后，温斯顿进入了哈默史密斯的科罗娜戏剧学院。	3	5
w01111089	# text = 在1979年拍摄电影《那年夏天》时，温斯顿遇见了他未来的妻子伊莲娜。	2	6
w01111093	# text = 1988年10月4日和1993年3月19日，温斯顿两次宣布破产。	1	3
w01112060	# text = 迪斯尼还发现环球影业拥有《幸运兔奥斯瓦》的知识产权。	2	4
w01112098	# text = 迪斯尼再一次获得了奥斯卡终身成就奖，该奖项由一座大金人和七座小金人组成。	2	3
w01113033	# text = 这张卡里的补助能够从自动取款机取出，用于购买需要的学习用品，如书和校服。	4	7
w01113046	# text = 他还在2013年建造并修葺了五座传统市场，在2014年建了四座市场。	3	9
w01113058	# text = 但是他的竞争对手普拉博沃·苏比安托同样宣布获胜，印尼民众因此困惑无比。	1	4
w01113074	# text = 就职之前，佐科维希望即将离任的总统尤多约夫承担责任，作出通过进一步减少补助来提高油价的决定。	8	13
w01114053	# text = 金正日的官方自传还声称他创作了六部歌剧，喜欢音乐舞台剧。	3	6
w01115022	# text = 在亚历山大的建议下，他愿意达成妥协：他会上大学，但要学文学。	2	7
w01115023	# text = 贝瑞进了爱丁堡大学，他在那里为《爱丁堡晚报》写戏剧评论。	2	5
w01115024	# text = 他于1882年4月21日毕业，获得文学硕士学位。	1	3
w01115025	# text = 他的妹妹在《苏格兰人报》上看到了一个招聘广告，告诉了他，随后他在《诺丁汉日报》担任记者，为期一年半。	2	6
w01115026	# text = 随后他回到了基里缪尔。	1	4
w01116036	# text = 第一版只印了3000份。	1	4
w01116088	# text = 截至2009年，《当下的力量》和《新世界》在北美总的销量分别被评估为三百万册和五百万册。	2	7
w01116100	# text = 一些基督教学者批评托尔的学说，但是其他人则赞赏有加。	1	4
w01117009	# text = 1991年到1997年之间，她为患有学习障碍的儿童开设了一所学校。	2	7
w01117029	# text = 她最新纪实小说是关于论诺克斯的女伯爵玛格丽特·道格拉斯的。	2	3
w01117034	# text = 她发现向小说转型很容易，并且解释道：“每一本书都是一个学习曲线，你必须保持开放的心态。”	4	8
w01119059	# text = 为了避免茉莉公主出现类似的尴尬局面，电影制片人最后决定在一个工作室内制作动画。	5	7
w01119076	# text = 确定最终外貌后，茉莉成为了迪士尼第一个不同于欧洲传统的非白人公主。	2	8
w01119100	# text = 具有戏剧性的是，茉莉同时还代表了公民权利、种族宽容、社会等级以及对生命、自由和幸福的追求。	2	7
w01121052	# text = 但是，在波兰放弃社会主义制度之前，公众未能了解她在战时的抵抗斗争和人道主义工作。	2	8
w01122031	# text = 《真的真的很爱你》8月发布，打入了前50；相关单曲《立足点》九月发布，但盖耶已经到了美国。	2	10
w01122064	# text = 在故乡澳大利亚到达职业巅峰后，盖耶于1984年回到洛杉矶定居，一心一意进入当地音乐界。	5	7
w01124011	# text = 在公告牌二百强上占据第96位之后，《以为你知道》在英国登上了第31位，但是专辑仅仅上榜了两周。	4	11
w01124049	# text = 解约后，佩妮斯顿在音乐剧《绿野仙踪》中扮演善良的女巫琳达。	2	4
w01125034	# text = 在下议院决定他的候选人资格无效并宣布得票第二名获胜之前，威尔克斯两次被选举成功随后又遭取消候选人资格。	5	10
w01125035	# text = 1770年格拉夫顿政府分裂，诺斯勋爵带领的托利党重新掌权。	2	5
w01125036	# text = 乔治极度虔诚，花费数个小时来祈祷，但是他的兄弟们并没有被他的虔诚所感染。	4	8
w01125037	# text = 乔治为他兄弟们的道德沦丧而震惊。	2	4
w01125038	# text = 1770年，他的兄弟亨利王子坎伯兰和斯特拉森公爵被曝与人通奸；第二年，坎伯兰公爵娶了年轻的寡妇安娜·霍顿。	2	6
w01127071	# text = 她1981年的专辑《狂野西部》是她卖得最好的专辑之一。	2	7
w01127096	# text = 此时，她的投资人极度奢华的花费和一系列错误的投资，使得她几乎破产。	3	6
w01128053	# text = 2012年6月，冰岛乐队“胜利的玫瑰”发布单曲“四台钢琴”视频，主演拉博夫裸体出镜。	2	5
w01128059	# text = 《圣路易邮报》称其为拉博夫最佳的演出作品之一。	2	4
w01129019	# text = 汽车突然着火，肯瑟斯转身离开。	1	3
w01129037	# text = 在比赛当天，艾略特参加了他父亲的葬礼。	1	4
w01129053	# text = 2003年，他在积分榜领先，在最后36场比赛中，赢了33场，获得了2003年纳斯卡温斯顿杯冠军，成为最后一个获得该项头衔的赛车手。	5	12
w01130099	# text = 20世纪90年代，拉费蒂又发布了两张唱片，随后被音乐家汤姆·罗宾逊称为“重大回归”。	2	9
w01130100	# text = 在《翼和祈祷》（1992年）中，他和“盗用轮”乐队的队友艾根再一次合作了几首歌曲。	1	5
w01130101	# text = 其中三首歌曲由拉费蒂的兄弟、歌手兼作曲家吉姆共同创作，他于20世纪70年代签约迪卡唱片公司。	2	6
w01130102	# text = 在1994年专辑《无法承担》之中，拉费蒂重新录制了他在“游荡者”乐队时的单曲“她父亲不再喜欢我”。	2	8
w01130103	# text = 这是拉费蒂和休·墨菲一起创作的最后两首单曲，后者于1998年去世。	2	6
w01131060	# text = 至少33万人参与了该项目，其中包括1万名技术人员。	2	5
w01131076	# text = 斯大林开始鼓励阿巴库莫夫在国家安全部内组建自己的网络，以挑战贝利亚在该强力部门内的统治地位。	3	6
w01132042	# text = 来自贝登和乌夏克吞地区的数据证实，这些地点符合玛雅低地地区的文化发展特征。	3	5
w01132056	# text = 汤普逊的文章认为玛雅人是非常“平和”的民族，因为他们缺乏明显的抵抗措施。	3	7
w01132081	# text = 在中美洲史前图像和文本中未找到帆船的记录；相反，有理论认为当时的玛雅人使用独木舟作为主要的水上交通工具。	4	7
w01133014	# text = 在接下来的一集中，史达林接替了编剧的角色，开始设计以邪恶萨诺斯为主角的故事，这些故事其后出现在漫威系列接下来的多集之中。	7	15
w01133016	# text = 在20世纪70年代中期，史达林同时还为独立出版的科幻故事《星际遨游》创作了一系列故事。	2	8
w01134009	# text = 三岛的祖母是德川家康的直系后代。	1	4
w01134062	# text = 1955年，三岛开始接受举重训练，每星期训练三次，在生命的最后15年内，从未中断。	2	5
w01134078	# text = 三岛生前赞助了一个独立的民族品牌。	2	5
w01135034	# text = 2011年，布朗特担任伊夫·圣·罗兰鸦片香水代言人。	1	3
w01135035	# text = 布朗特出演了2011年的英国喜剧电影《鱼跃奇缘》，该电影由莱塞·霍尔斯道姆导演，伊云·麦葵格和姬丝汀·史葛·汤玛丝共同出演。	2	5
w01135036	# text = 同年，她客串了迪士尼的《布偶大电影》，担任猪小妹的服务员。	2	5
w01135037	# text = 她出演了2012年的电影《五年婚约》，该电影由尼古拉斯·斯托勒导演，杰森·西格尔共同出演。	2	5
w01135038	# text = 2011年1月，布朗特开始出演莱恩·约翰逊导演的美国科幻电影《时凶猎杀》，一起出演的还有布鲁斯·威利斯以及乔瑟夫·高登-李维；该片于2012年9月上映。	4	8
w01136029	# text = 瓦伦蒂诺试图让角色摆脱作为一个阿拉伯人的典型形象。	3	6
w01136074	# text = 约瑟夫·申克有兴趣选他的妻子诺玛·塔尔梅奇和瓦伦蒂诺在《罗密欧与茱丽叶》的另一版本中演对手戏。	3	6
w01137050	# text = 枢密院议长哈利法克斯勋爵于11月秘密访问了德国，会见了希特勒和其他德国官员。	2	7
w01137068	# text = 德国军队穿过边境之后，张伯伦在对内阁的发言中把责任归咎于德国和奥地利。	1	5
w01137087	# text = 五月，捷克边境士兵枪杀了苏台德地区两个德国农民，他们在试图穿过边境进入捷克斯洛伐克时拒绝接受边境检查。	5	8
w01138045	# text = 当时，玛塞尔经常一个人呆在房间里，皮雅芙和莫墨则在街上闲逛或在酒吧唱歌。	4	7
w01139043	# text = 但在史密斯死后，这些几乎全都被遗忘了。	2	9
w01139090	# text = 系列小说《云雀》的另一主题是预测现代信息技术。	2	2
w01140030	# text = 早在1926年，迈尔就致信伊雷娜·约里奥-居里，建议让罗娜和她一起工作，以了解他的实验室是如何制作出自己的钋样本的。	6	13
w01140031	# text = 汉斯·佩特森能够支付罗娜的费用之后，约里奥-居里就同意让罗娜来巴黎居里研究所学习钋分离。	3	6
w01140032	# text = 罗娜发明了一种更好的制备钋源和产生α射线的方法。	3	7
w01140033	# text = 在该领域获得认可之后，她带着这些技术以及一小块钋回到了镭学研究所。	3	8
w01140034	# text = 这一小块钋使罗娜能够制作实验室钋样本，开展研究所接下来的工作。	4	7
w01141025	# text = 2013年的休假期间，她去了蒙特利尔的加拿大电视台担任天气预报节目嘉宾主持人。	2	5
w01141077	# text = 接下来她挑战了卫冕冠军的头号种子选手莎拉·埃拉尼，但以失败告终。	4	8
w01141137	# text = 布沙尔令人震惊地连输三局。	2	4
w01142013	# text = 他们的女儿西西莉嫁给了约克公爵三世理查·金雀花，生了包括爱德华四世和理查三世在内的几个孩子，乔于是成为了英国两位约克公爵的祖母。	3	10
w01142031	# text = 冈特的约翰死于1399年。	1	2
w01142063	# text = 骑士李维被释放，他的追随者则被投入伦敦塔。	1	5
w01143015	# text = 他不久前刚和女演员葛洛丽亚·霍尔登离婚，但在离婚后却仍然爱着妻子。	3	11
w01143037	# text = 在奥黛丽·赫本主演的电影《龙凤配》(1954)中，他出演了亨弗莱·鲍嘉游手好闲的花花公子弟弟。	3	7
w01144031	# text = 在接下来的选举周期中，他选择放弃第三次连任。	3	5
w01144056	# text = 1980年的总统竞选在里根和时任总统吉米·卡特之间进行，当时正值国内危机以及伊朗人质危机的持续发酵。	1	4
w01144063	# text = 共和党在参议院取得了1952年以来的第一次胜利，但在众议院却仅仅得了34席，远远低于占绝大多数席位的民主党。	4	15
w01144084	# text = 身体康复后，他在4月11日出院，成为了第一位在暗杀中幸存下来的时任美国总统。	3	9
w01144086	# text = 里根相信是上帝拯救了他的生命，让他能够继续实现更伟大的梦想。	5	7
w01146051	# text = 布洛克坚定地认为希望才是马克思主义的指导方针，同时还强调根植于神秘传统中的人文内涵。	4	10
w01146099	# text = 鉴于它未来的目标，有必要建立一种更为恰当的神学。	3	4
w01147010	# text = 在她写的歌成功获得歌曲出版协议之后，贝贝于1991年将家搬往田纳西州的纳什维尔。	3	11
w01147018	# text = 凯莎和贝贝一起创作了歌曲《史蒂芬》，当时她只有16岁，凯莎随后找到了她所钦佩的作曲家、政治文献乐队成员大卫·加姆逊，后者同意为她写歌。	3	8
w01147122	# text = 2015年8月之前，凯莎并未透露多少自己即将发布的第三张录音室专辑的信息。	2	7
w01148068	# text = 这次轮到他了，但他拒绝相信她不再愿意嫁给他了。	2	9
w01149002	# text = 赖特出生于多塞特郡的普尔市，但在萨默塞特郡的威尔斯市长大。	3	4
w01149077	# text = 埃德加·赖特的兄弟奥斯卡，是一名漫画家，为他的电影写剧本、设计概念艺术并制作宣传画册。	4	8
w01149088	# text = 赖特是新生代导演加斯·詹宁斯的朋友，在他的电影《银河系漫游指南》及《第二滴血》中客串演出。	2	4
w01150044	# text = 六大国没有满足承认阿尔巴尼亚的请求。	3	4
w01150045	# text = 1912年12月伦敦会议之初，六大国大使否决了建立一个独立的阿尔巴尼亚的计划。	3	5
w01150046	# text = 相反，他们决定让阿尔巴尼亚仍然处于宗主国奥斯曼的统治，但拥有自治政府。	3	8
w01150047	# text = 在奥斯曼帝国很明显就要失去马其顿及其与阿尔巴尼亚相邻的领土之后，六大国意识到他们必须改变自己的决定。	4	14
w01150048	# text = 1913年5月30日签订的《伦敦条约》无视阿尔巴尼亚的民族构成，将其主张的大部分领土分割给了巴尔干同盟，只剩下了中央地区。	4	9
w02001041	# text = 为了娱乐大众，在1925年建了一个露天剧场在圣·迈克尔教堂前的大台阶上，此剧场现在仍在吸引各种各样的观众。	3	10
w02001069	# text = 节日庆典于1955年4月30日举行。	1	2
w02002032	# text = 1882年，一个装有34个消防报警信号的电报系统投入使用。	2	5
w02002093	# text = 1992年，该区以前木偶剧场的场地剩了下来，现已被演员和员工接管。	2	7
w02002120	# text = 这跟在第二次世界大战战末没有被摧毁的市中心少数建筑之一有关。	3	5
w02003037	# text = 1832年，以前的修道院被符腾堡卖给了制造商乔格·莱辛巴哈（Georg Reichenbach），要求把那儿建成一个棉花厂。	2	3
w02003070	# text = 从20世纪60年代初就定居下来的伊斯兰市民主要来自土耳其。	2	7
w02004008	# text = 在他们之间的是圣彼得圣保罗修道院教堂的旧回廊。	2	4
w02004021	# text = 德国Obermarsberg具有历史性的市政厅建于13世纪，并在三十年战争后进行了修补。	3	9
w02004065	# text = 对于离开这个地方的原因，大家有很多不同的理解。	2	5
w02005026	# text = 超过四千米长的金门公园里有植物园、天文馆、日本花园和水族馆。	3	4
w02005027	# text = 它是一个供当地旧金山人休息和放松的地方。	4	6
w02005028	# text = 旧金山芳草地公园（The Yerba Buena Garden）建于20世纪90年代初期，位于莫斯克尼北部会议中心的顶部。	2	5
w02005029	# text = 里面有马丁·路德·金（Martin Luther King, Jr.）的纪念碑。	1	2
w02006036	# text = 从20世纪60年代起，该城市的经济就一直急剧下滑。	1	5
w02006081	# text = 2010年大选中，工党能赢得了所有七个选区的选票。	1	5
w02007008	# text = 人们对事件的发生时间及发展顺序进行了热烈的讨论。	1	4
w02007032	# text = 2012年4月，土耳其总理埃尔多安宣布其政府计划藉由建立伊斯坦堡运河来解放与之平行的博斯普鲁斯海峡。	4	9
w02007061	# text = 奥斯曼人想要阻碍谷物被进一步转运，因为他们对谷物有很大的需求。	4	10
w02007074	# text = 奥斯曼帝国和俄国想在黑海保留他们的战舰，但这一想法遭到拒绝。	2	4
w02008010	# text = 在其范围内，它属于当时影响最深远的文化之一，其中，很多遗址都很有名。	2	9
w02008028	# text = 就像大多数南欧的地点一样，该研究可追溯到早至公元前5世纪。	2	7
w02008038	# text = 红铜时代最有名的人可能是生活在公元前3300年的木乃伊冰人奥兹（Ötzi）。	3	11
w02008055	# text = 他们当时原本在山上。	1	4
w02008065	# text = 另外，从技术上说，镀铜这一过程值得关注。	2	3
w02009002	# text = 农村革命的严重性及出现使凡尔赛法庭和国民议会感到惊恐。	2	3
w02009025	# text = 该事件发生在巴黎，它使本来就已经因为面包价格持续高涨及缺少供应而感到失望的人们更加沮丧。	5	15
w02009087	# text = 国王在逃跑时不够谨慎，在停留时多次被认出来。	4	9
w02011012	# text = 赞美诗获得一致好评，观众要求返场。	1	2
w02011029	# text = 我宣布第一届国际奥林匹克运动会到此结束。	2	2
w02012042	# text = 第一次世界大战带来了殖民政治的转变和新发展。	1	3
w02013015	# text = 英国的工业革命比其他任何国家的工业革命都早。	1	3
w02013033	# text = 苏伊士运河危机显示了旧殖民地力量如大英帝国和法国在这个不断变化的世界里的局限。	2	5
w02013076	# text = 在1933年国社党的掌权后，各处都想赢回旧殖民地。	1	5
w02013093	# text = 在1917年俄国革命后，一些国家，如芬兰、波兰及波罗的海诸国，赢得了独立。	2	5
w02014013	# text = 他对匈牙利施压的最后一个方法是实行自由大选。	3	5
w02014030	# text = 在1867年签订奥匈妥协协约后，奥地利皇帝兼匈牙利国王弗朗茨·约瑟夫一世非常注重在两国平等实施君主制。	4	8
w02015084	# text = 迪希邦登堡修道院被解散，后因宗教改革而变为废墟。	2	7
w02015085	# text = 如今，可在那里看到广阔的遗迹。	2	4
w02015086	# text = 鲁帕斯堡（Rupertsberg）修道院于1632年在三十年战争中被瑞典军队摧毁。	1	4
w02015087	# text = 流离失所的修女们搬回了艾宾根（Eibingen）修道院。	2	4
w02015088	# text = 后来对废墟进行了重建。	1	4
w02016015	# text = 成功后，他跟德国电信签了一份合同，跟女朋友一起住在南拜登的梅尔丁根，一直住到2002年。	4	10
w02016060	# text = 2004年雅典奥林匹克运动会街道赛冠军乌尔里希仍在追逐赢得第二块金牌的目标。	2	6
w02017046	# text = 审查处理了所有令人不快的言论；但也让公共生活变得乎无法参与。	5	9
w02017061	# text = 衣服上的血迹与谋杀案案发当天报导上的描述一样。	1	2
w02018030	# text = 科隆和不来梅分别授予了韦斯（Weiss）文学奖的殊荣。	1	5
w02019048	# text = 不论是私下还是公开，施普林格一直积极寻求与犹太人和解并为此去过很多次以色列。	5	11
w02019077	# text = 小木屋被完全烧毁。	1	3
w02019085	# text = 第二年，也就是1977年，由于他的媒体对美国的态度很友好，他收到了美国友谊荣誉勋章。	2	7
w03001037	# text = 城市中大部分的社会住房位于Viguier区和La Conte区内，因为这两个区的人口主要由移民或来自移民国家的人组成。	4	9
w03001058	# text = 卡尔卡松的历史与其城堡要塞直接相关。	1	3
w03002048	# text = 在21世界初，每10万居住人口中有5名医生。	1	3
w03002055	# text = 国际特赦组织表示，根据2008年以来的报纸文章显示，有50个人由于被指控会巫术而被杀害。	5	9
w03003023	# text = 冯·别林斯高晋于1820年1月27日发现了南极大陆，比布兰斯菲尔德发现大陆早了3天，比1820年11月发现大陆的帕尔马早了10个月。	5	15
w03003039	# text = 在1914年的长途征程中，船长欧内斯特·沙克尔顿爵士及其船员共28人乘坐英国船只“坚毅号”准备横穿南极。	3	4
w03004037	# text = 这次拟定为罗马法、罗马共和国的建立以及习惯法建立了基础。	1	4
w03004107	# text = 但是，为了参加南意大利的商业会务，皮洛士不得不离开了西西里。	2	8
w03005012	# text = 公元前8世纪，在迈锡尼文明衰亡之后，希腊逐渐从中世纪中崭露头角。	2	7
w03005013	# text = 文明已经衰落，迈锡尼的文字也被遗忘，但希腊人沿用了腓尼基字母表，并以此为基础发明了希腊字母表。	3	11
w03005014	# text = 从公元前9世纪，逐渐出现了第一批希腊文字。	1	4
w03005015	# text = 很大程度上由于希腊的地理条件（几乎每个岛屿、山谷和平原都被海洋或山脉于外界隔开了），希腊被分成了许多个小型自治城区。	1	6
w03005016	# text = 从公元前8世纪开始，城邦制逐渐建立：即拥有自己的政治系统的小型自治领地制度。	4	10
w03006024	# text = 在中世纪，大部分基督徒并没有母语版的圣经。	1	4
w03007008	# text = 但是，直到建造出能跨海的大船之前，他们并没有扩张。	3	9
w03007039	# text = 通过在地中海地区遍布商业岗哨的方式建立起了商业来往，这种方法在此之前从未有人用过。	4	8
w03008011	# text = 这次事件可以被看作他激进革命事业的起点。	1	4
w03008029	# text = 在法国共和历3年雨月（1794年1月至二月），为了缓解恐怖统治时期的压力，他采取了多种方法来释放嫌疑犯。	3	8
w03009029	# text = 由于资金全部来源于伯纳德·塔比的个人财产，1994年他宣布破产后，这些学校就关闭了。	2	9
w03009044	# text = 尽管作为全球最大的设备和纺织品批发商，这个德国公司还是陷入了财政危机。	2	7
w03010096	# text = 为了彻底从中逃离，Remy一家1947年夏天大部分时间都居住在瑞士。	2	7
w03010097	# text = 在他们的回程上，他们抱着住在南美洲的想法，这样能够远离比利时战后的烦事。	3	9
w03010098	# text = 在1948年春天，带着能把丁丁历险记拍成电影的希望，这位比利时艺术家给华特·迪士尼写了封信，徒劳地寻求他的帮助。	5	14
w03010099	# text = 夏天，Georges和他的妻子回到了瑞士，还带着Germaine的一个朋友的18岁女儿Rosane。	2	8
w03010100	# text = 假期期间，他和这个年轻的女孩子发展出了婚外情，之后不久他就承认了。	1	5
w04001027	# text = 在低处，有三棵棕榈树俯瞰大海，代表着岛民对他们的小岛的热爱。	3	5
w04001037	# text = 另外，夏天岛上有可能出现暴风雨。	2	5
w04001053	# text = 这些岛屿位于印澳板块断层上；板块断层是由于印度板块和澳大利亚板块碰撞导致的。	2	5
w04002008	# text = 一项支持这个假设的证据是塞斯托圣乔瓦尼Villa Pelucca中的大量皇家马匹。	2	7
w04002048	# text = 1928年，在公园东南部的赛道旁边建了一座90公顷大的高尔夫球场。	2	4
w04002055	# text = 1976年，赛马场已经不再使用；1990年，一场大火吞噬了木制看台，其余部分也在之后和马厩一起被拆毁了。	1	8
w04003025	# text = 1969年8月，教皇保罗六世从梵蒂冈法律中移除了死刑，并将其从所有罪行中移除。	2	8
w04003054	# text = 纪念币本质上还是钱币，但主要是为了销售给收藏家的。	3	7
w04004005	# text = 这个地区内部起伏突然，不同区域之间没明显的分隔。	1	3
w04004045	# text = 这里有许多史前手工加工品，包括一些不同的纪念碑和石制墓冢。	2	3
w04004051	# text = 接着建立了第二个阿普利亚和卡拉布里亚皇家区，同时也包括萨谟奈、部分莫利塞地区和巴西利卡塔东部。	2	5
w04004059	# text = 13世纪期间，一些作家用阿普利亚来称呼意大利半岛南部。	2	5
w04006023	# text = 历史学家David Crouch建议Stephen放弃现在的挑战转而专心在其他事情上。	3	6
w04006065	# text = 亨利一世期间只有少数伯爵爵位存在，而且这些爵位具有很大的象征意义。	2	5
w04007006	# text = 法国大革命之后，在第一次反法同盟战争中，一位年轻的科西嘉炮兵军官崭露头角，他就是拿破仑·波拿巴。	1	6
w04007021	# text = 尽管并不能解决冲突，法国在马伦哥战役中的胜利迫使澳大利亚人第二次放弃了意大利。	4	12
w04007037	# text = 维勒讷沃舰队的堵塞导致了侵略英伦三岛的计划，另一方面也是因为大陆出现了新的发展。	3	5
w04007049	# text = 拿破仑确信，奥斯特利茨的成功能够带来一项全面的和平条约，但是他的希望很快就破灭了：新上任的英国首相格林威尔阁下拒绝所有协议，沙皇亚历山大也一样。	3	10
w04008006	# text = 关于宗教活动这方面，菲奥雷洛在英国圣公会内接受教育，并在余生内都是新教的一员。	3	9
w04009042	# text = 那个男人告诉他，正如他和Walter预测的那样，两个宇宙之间的战争将要来临；正因为如此，Olivia和其他人都是被当作孩子来受训的。	7	14
w04010027	# text = Goffredo Petrassi的两个学生、Ennio Morricone以及Bruno Nicolai在圣塞西莉亚音乐学校见面了。	2	3
w04010028	# text = 他们两个之间形成了一种延续了多年的专业而友好的关系。	2	6
w04010029	# text = Nicolai和艺名为Metti的Morricone在很多电影原声上有所合作；有的作品是他们两个人共同合作完成的。	3	8
w04010030	# text = 但是，由于他们两人之间非正式的合作导致的法律纠纷，两人之间的友谊出现了破裂。	3	9
w04010031	# text = 在他们多次的合作中，并不清楚到底是谁想出了一些风格上的管理解决方法，从而在之后塑造了两位艺术家的风格。	4	10
w05001026	# text = 20世纪中，1904年到1914年之间，安东尼奥·高迪带来了一场持续了十年的改革。	2	7
w05001036	# text = 在后殿有三个平行的小教堂，拱璧之间有许多横向的小教堂。	3	6
w05001045	# text = 传统是要选出一个主题来，因为住在帕尔马的皈依犹太教的人数众多。	5	10
w05002014	# text = 在安第斯山脉形成之前，南美洲西部边缘已经发生过好几次造山运动。	2	7
w05002032	# text = 安第斯山脉中心属于被称作“Andes de tipo andino”的地区，该地区是由于海洋地壳潜没形成的。	3	8
w05003012	# text = 但是，他和利纳雷斯关系的破裂以及革新的停滞不前导致了1879年推翻他的维和革命。	2	7
w05003050	# text = 在他的管理下，女性获得了投票权，政治党派得到了合法化，被流放的人得以归家，政治迫害犯也被释放了。	3	11
w05003119	# text = 几十家银行的破产和干预导致资本外流，造成许多家企业破产。	3	3
w05004031	# text = 它是从第二边界到外边界之间的部分，想像中的那条线链接着埃斯特角的地标灯塔和Punta Rasa的地标灯塔。	2	7
w05005083	# text = 在1777年十月，当约翰·伯戈因将军指挥的英国军队在纽约州北部的萨拉托加投降时，事情就已经开始发生变化了。	5	12
w05005084	# text = 为了获得独立，致命的一击和适当的鼓励正是移民者所需要的。	3	6
w05005085	# text = Joseph Brant带领的来自加拿大的印第安人到达了；殖民者征收了越来越多的属于他们的土地，所以他们赶来支持英国人。	4	12
w05005086	# text = 约翰·伯戈因将军领导了这次远征，他希望能到达奥尔巴尼。	2	4
w05005087	# text = 但是，他们被拦截了，所以不得不在哈德逊河附近的Freeman进行战斗。	3	9
w05006024	# text = 黄金时代的西班牙语和早期现代西班牙语是从中世纪西班牙语向现代西班牙语转型的变种语言。	2	6
w05006058	# text = 另一方面，外部的历史包括西班牙语使用者的历史、他们的历史变迁和复兴以及西班牙语的社会运用。	1	3
w05007004	# text = 但是，如果英国法被接受的话，路易十世、菲利普五世、卡洛斯四世的女儿们的继承顺位，就比她们的姨妈法兰西的伊莎贝拉的更靠前了。	2	10
w05007080	# text = 追求和平的尝试在1415年春天告终，安立奎决定实施他的计划：侵略整个法国。	3	5
w05008107	# text = 他也讨论了布宜诺斯艾利斯的联邦化、商业条约的延续以及任命军队的新将军的事宜。	2	6
w05009044	# text = 1976年，他碰到了他的一位朋友，Kiki Dee，她和火箭唱片公司正在合作，也正是这家公司发行了他另一首极为成功的歌曲：《勿伤我心》。	2	6
w05010023	# text = 庞培取得了两支在卡普亚的军队的指挥权，并开始进行非法征兵，这是一个预料之中的行为，但依然从向着他的凯撒军那里占了不少便宜。	5	15
w05010024	# text = 那时已经结束了自己的政期的Curio亲自将庞培的行动告诉了凯撒。	2	10
w05010025	# text = 与此同时，他保民官的职位也被马克·安东尼霸占，他霸占此职位直到12月。	1	5
w05010026	# text = 但是，当参议院确凿无疑地回答了他，禁止他参加领事的角逐，并让他选择要么撤回军队要么成为人民共同的敌人时，他就明白了不管他怎么选择，他都将手无寸铁地向自己的政治敌人投降。	9	27
w05010027	# text = 公元前49年1月1日，马克·安东尼宣布了一封来自凯撒的宣言，其中表示地方总督宣布和他建立和平的友谊关系。	5	11
