sent_id	character	component_n	stroke_n
n01096040	惑	4	12
n01096040	慑	4	13
n01096040	概	3	13
n01096040	叫	2	5
n01096040	卫	1	3
n01097020	涉	2	10
n01097098	边	2	5
n01098041	尖	2	6
n01098041	闪	2	5
n01098044	帽	3	12
n01098044	整	4	16
n01098044	敲	5	14
n01098044	轮	3	8
n01098044	沿	3	8
n01098044	锤	2	13
n01099035	逛	3	10
n01099035	糖	4	16
n01099035	黄	3	11
n01099035	蜂	3	13
n01099035	茧	2	9
n01099035	蛹	4	13
n01099035	槟	4	14
n01099035	榔	3	12
n01099035	树	3	9
n01099035	皮	1	5
n01099035	叶	2	5
n01099035	蟾	8	19
n01099035	蜍	4	13
n01099035	鲇	7	13
n01101003	干	1	3
n01101003	香	3	9
n01101003	港	4	12
n01101007	誓	6	14
n01101007	牵	3	9
n01101007	忠	2	8
n01101012	亲	3	9
n01101015	瘫	3	15
n01101015	痪	3	12
n01102006	坦	3	8
n01103013	梦	3	11
n01103013	终	3	8
n01103013	涯	4	11
n01104011	连	2	7
n01104019	失	1	5
n01104019	丢	3	6
n01105003	蒙	3	13
n01105003	瓦	1	4
n01105003	î	0	0
n01106015	霍	2	16
n01106015	险	3	9
n01106015	飙	5	16
n01107005	汽	4	7
n01107005	损	3	10
n01107006	赔	4	12
n01107006	偿	4	11
n01107008	象	3	11
n01107008	厂	1	2
n01107008	牌	2	12
n01107008	赫	2	14
n01107010	拔	2	8
n01108003	紧	3	10
n01108003	脱	4	11
n01108003	缩	5	14
n01108005	态	2	8
n01108005	零	4	13
n01109008	价	3	6
n01109008	冬	2	5
n01109008	季	3	8
n01109008	涨	3	10
n01109022	贵	2	9
n01110006	券	2	8
n01110008	蓄	6	13
n01110022	溢	4	13
n01110022	筹	3	13
n01110022	募	4	12
n01111030	贬	3	8
n01112002	漂	5	14
n01112002	浮	3	10
n01112002	鞋	5	15
n01112002	洋	2	9
n01112014	份	3	6
n01112014	措	3	11
n01112014	垃	3	8
n01112014	圾	2	6
n01112014	塑	4	13
n01113021	迹	5	9
n01113021	般	3	10
n01113021	艰	2	8
n01114012	促	3	9
n01114025	糟	3	17
n01114025	糕	3	16
n01114025	寒	4	12
n01116014	裙	3	12
n01116018	吼	3	7
n01116021	峙	3	9
n01116021	脖	4	11
n01116021	伸	2	7
n01116021	青	2	8
n01116021	筋	3	12
n01116021	抖	2	7
n01116035	剔	3	10
n01118003	麦	2	7
n01118010	八	1	2
n01118017	坞	2	7
n01118017	疏	2	12
n01119011	闹	3	8
n01119011	沈	2	7
n01119011	衡	8	16
n01119012	某	2	9
n01119012	蔼	6	14
n01119012	暖	3	13
n01119012	赏	3	12
n01119017	勃	4	9
n01119017	永	1	15
n01119017	歇	4	13
n01120008	线	2	8
n01120008	乏	2	4
n01120020	副	6	11
n01121032	怪	3	8
n01122024	雄	3	12
n01122024	畴	5	12
n01122024	待	3	9
n01123010	戮	5	15
n01123010	欲	5	11
n01123010	暗	4	13
n01123012	桑	4	10
n01123024	摆	4	13
n01125009	倒	4	10
n01125009	短	5	12
n01125009	绒	3	9
n01125009	流	2	10
n01125016	筑	3	12
n01125016	厦	3	12
n01125016	聘	3	13
n01125016	秋	3	9
n01125030	痴	4	13
n01125030	触	4	13
n01127008	朱	1	6
n01127008	婷	5	12
n01127008	谋	3	11
n01127008	乱	3	7
n01127008	葬	5	12
n01127008	礼	2	5
n01128017	遵	4	15
n01128021	速	2	10
n01128021	盲	2	8
n01128021	链	3	12
n01128033	漏	3	14
n01128033	洞	4	9
n01129006	怖	3	8
n01129017	毫	4	11
n01129021	混	3	11
n01130025	傲	3	12
n01130025	慢	4	14
n01132013	丛	3	5
n01132013	凛	8	15
n01132013	春	2	9
n01132013	晓	3	10
n01133014	荷	4	10
n01133022	森	3	12
n01134005	货	3	8
n01134005	齐	3	6
n01134015	鼎	2	12
n01134015	累	4	11
n01135002	鸡	3	7
n01135002	胃	4	9
n01135002	餐	6	16
n01135002	饮	3	7
n01136006	妇	2	6
n01136006	勉	4	9
n01136010	婚	3	11
n01137003	假	4	11
n01137003	粉	3	10
n01138007	饰	3	8
n01138007	秀	3	7
n01138017	状	2	6
n01138017	佳	3	8
n01138026	闲	2	7
n01138026	尸	1	3
n01139016	驱	3	7
n01139027	犹	2	7
n01139027	豫	4	15
n01139027	销	3	12
n01141002	微	5	13
n01141002	软	3	8
n01141002	聊	3	11
n01141002	宠	2	8
n01141007	贴	3	9
n01141007	纸	2	7
n01141007	讯	2	5
n01142007	挺	3	9
n01142007	伊	2	6
n01142007	敬	4	12
n01142008	冠	4	9
n01143003	鲜	6	14
n01143003	班	3	10
n01143009	烂	4	9
n01144021	雪	2	11
n01144021	跳	3	13
n01144021	隔	2	12
n01144021	栅	2	9
n01144021	栏	4	9
n01144023	仓	2	4
n01144023	卖	3	8
n01144038	梯	3	11
n01144038	凳	5	14
n01144041	泥	3	8
n01145012	匹	2	4
n01145012	敌	3	10
n01145015	杭	3	8
n01145015	冈	2	4
n01145015	娜	3	9
n01145034	挽	4	10
n01145034	救	2	11
n01146046	磁	4	14
n01147026	凭	3	8
n01148029	幻	2	4
n01149002	埋	2	10
n01149002	尺	1	4
n01149010	尚	3	8
n01150007	梁	3	11
n01150031	祝	3	9
n01150042	胡	3	8
n01150042	座	4	10
n01150042	雕	4	16
n01150051	忆	2	4
w01001049	宪	3	9
w01001049	途	3	10
w01002008	尤	1	3
w01002008	丰	1	4
w01002008	蕴	4	15
w01002008	钻	3	10
w01002008	锰	3	13
w01002008	铅	3	10
w01002008	锌	4	12
w01002008	镍	4	15
w01002008	钴	3	10
w01002008	钼	2	10
w01002013	盖	2	11
w01003056	花	3	7
w01003056	岗	3	7
w01003056	岩	2	8
w01003056	屿	3	6
w01003056	舌	2	6
w01003056	刁	1	2
w01003056	圣	2	5
w01003056	勒	4	11
w01003062	沙	3	7
w01003062	漠	4	13
w01004051	典	2	8
w01004051	依	3	8
w01004051	赖	3	13
w01004051	峡	2	9
w01004051	殖	3	12
w01004051	拜	2	9
w01004051	占	2	5
w01004051	廷	2	6
w01004051	键	4	13
w01005020	伽	3	7
w01005020	佐	3	7
w01005021	契	3	9
w01005022	闵	3	7
w01005022	降	3	8
w01005022	帝	2	9
w01005022	庸	2	11
w01006081	葛	5	12
w01006081	柯	3	9
w01007035	臣	1	6
w01007035	脑	4	10
w01007070	伍	2	6
w01007070	巡	2	6
w01007070	逻	3	11
w01007087	垦	2	9
w01007087	芳	3	7
w01007087	耶	2	8
w01008043	序	2	7
w01010044	耳	1	6
w01010044	徙	3	11
w01010044	径	3	8
w01010045	末	1	5
w01010045	伐	2	6
w01010047	莫	3	10
w01010048	侵	4	9
w01010048	侄	3	10
w01013083	冰	2	6
w01013096	芬	3	7
w01013096	讷	3	6
w01013096	ä	0	0
w01013096	挪	3	9
w01014002	脉	2	9
w01016028	沌	2	7
w01016034	滴	4	14
w01016070	夏	2	10
w01017004	板	3	8
w01017004	块	2	7
w01017004	乞	2	3
w01017004	扎	2	4
w01017004	峰	3	10
w01017046	徒	3	10
w01018019	喀	4	12
w01018019	融	2	4
w01018019	熟	5	15
w01018019	练	2	8
w01018101	劣	3	6
w01018101	童	3	12
w01019014	撒	4	15
w01019014	端	4	14
w01019073	饥	2	5
w01020019	腓	2	12
w01022033	礁	3	17
w01022033	松	3	8
w01022033	蜿	4	14
w01022033	蜒	3	12
w01022055	词	4	7
w01022055	浅	2	8
w01022055	湖	4	12
w01022092	湾	3	12
w01022092	淡	3	11
w01023074	酒	2	10
w01023074	啤	2	11
w01023074	蜜	3	14
w01023074	葡	3	12
w01023074	萄	5	11
w01023120	搏	3	13
w01025083	湿	5	12
w01025083	冻	2	7
w01025083	邻	4	7
w01025084	撤	4	15
w01025085	炮	3	9
w01025085	弃	2	7
w01025085	妥	2	7
w01025086	震	2	15
w01025086	坚	3	7
w01025086	摧	3	14
w01025087	辖	4	14
w01026024	瑙	5	13
w01026024	输	4	13
w01026024	吨	2	7
w01026037	恰	4	9
w01026037	郡	3	9
w01026037	莉	4	10
w01026037	娅	5	19
w01026037	左	2	5
w01026037	乌	1	4
w01026037	敖	2	10
w01027007	燥	5	17
w01027007	偶	5	11
w01027007	误	3	9
w01028004	汇	2	5
w01028004	亥	1	6
w01028050	矛	1	5
w01028050	盾	3	9
w01028050	奴	2	5
w01028050	隶	2	8
w01029015	绿	3	11
w01029015	蓝	4	13
w01029083	督	5	13
w01029083	棕	5	12
w01029083	枝	3	8
w01029083	柳	3	9
w01029083	榈	4	13
w01030092	卑	1	8
w01030092	灌	5	20
w01030092	溉	3	12
w01030093	旱	2	7
w01030095	千	1	3
w01030096	茵	3	9
w01031003	拼	2	9
w01031015	浆	3	10
w01031015	矽	2	7
w01031015	粘	3	11
w01031015	稠	5	13
w01033022	涸	5	11
w01034023	农	1	6
w01034023	木	1	4
w01034023	匠	2	6
w01035079	栖	2	10
w01035079	洪	3	9
w01035079	疾	3	10
w01035079	污	3	6
w01035079	染	3	9
w01035081	貌	3	14
w01035082	蚀	2	9
w01035082	盐	3	10
w01035082	渍	3	11
w01035082	枯	3	9
w01035082	竭	4	14
w01037024	陆	3	7
w01037080	扬	2	6
w01037080	帆	2	6
w01037080	掀	4	11
w01037080	潮	3	15
w01038016	营	3	11
w01039032	偷	4	11
w01039032	艘	3	15
w01039032	舟	1	6
w01039058	宛	3	8
w01040100	尘	2	6
w01040101	缘	2	12
w01040101	吹	3	7
w01040102	拂	2	8
w01040102	裸	5	13
w01040102	颗	7	14
w01040102	粒	3	11
w01040102	颤	9	19
w01040104	锁	3	12
w01041046	肥	2	8
w01041046	胖	2	9
w01043065	滨	4	13
w01044010	械	3	11
w01044010	刷	3	8
w01045003	牙	1	4
w01045006	驶	2	8
w01046011	蚕	2	10
w01047008	篇	2	15
w01047094	编	2	12
w01047094	辑	3	13
w01047094	奠	3	12
w01048027	恭	3	10
w01048027	愍	3	13
w01048027	革	3	9
w01049051	乡	1	3
w01049051	村	2	7
w01049082	阔	4	12
w01050067	汗	2	6
w01050069	袁	3	10
w01051032	匆	1	5
w01051032	忙	2	6
w01051032	抓	2	7
w01051080	詹	7	13
w01051080	亨	3	7
w01051080	役	3	7
w01052022	勤	2	13
w01052038	穆	5	16
w01052038	兵	2	7
w01052046	慌	4	12
w01052046	盔	3	11
w01052046	甲	1	5
w01053031	鉴	4	13
w01053031	彼	2	8
w01053031	稣	7	13
w01053045	载	2	10
w01053045	皈	3	9
w01053062	闰	2	7
w01053067	若	3	8
w01053067	遮	4	14
w01053067	挡	3	9
w01054107	垒	4	9
w01057006	诗	3	8
w01057041	逝	3	10
w01057041	朽	2	6
w01058009	翻	6	18
w01060037	巧	2	5
w01060038	淤	5	11
w01060038	汴	2	7
w01060040	遣	3	13
w01060040	辽	2	5
w01060040	誉	6	13
w01060041	衅	3	11
w01060041	判	2	7
w01060041	操	5	16
w01062037	庇	2	7
w01062037	悔	3	10
w01062037	拒	3	7
w01063048	祗	2	9
w01063048	翼	7	17
w01063048	仪	2	5
w01063048	祭	4	11
w01063048	奉	2	8
w01065018	祀	2	7
w01065018	碑	2	13
w01065018	央	1	5
w01065019	铜	4	11
w01065019	迦	3	8
w01065020	焚	3	12
w01065021	殿	5	13
w01065022	封	3	9
w01066003	肖	2	7
w01066006	猴	5	12
w01066008	祥	2	10
w01066008	菩	4	11
w01068027	诱	4	9
w01068027	庄	2	6
w01068027	店	3	8
w01069007	衔	4	11
w01069040	厉	2	5
w01069056	递	3	10
w01069056	迫	2	8
w01069094	叛	3	9
w01070034	斜	3	11
w01073042	卜	1	2
w01073042	崔	2	11
w01073042	坠	3	7
w01073054	惠	2	12
w01074088	瓶	2	10
w01075038	鼓	6	13
w01075038	励	3	7
w01075039	换	3	10
w01075039	薪	5	16
w01075040	怨	3	9
w01075040	愤	4	12
w01075040	懑	4	17
w01076039	谐	3	11
w01078013	详	2	8
w01079038	牧	2	8
w01079049	巫	3	7
w01079049	槌	3	13
w01079057	悖	4	10
w01080130	掌	3	12
w01080130	握	4	12
w01080131	泉	2	9
w01080132	召	2	5
w01080132	庞	2	8
w01081030	捷	2	11
w01081030	琳	3	12
w01082055	珍	3	9
w01084102	润	3	10
w01085005	蝇	3	14
w01085006	训	2	5
w01085006	粮	3	13
w01085008	宾	3	10
w01085008	割	4	12
w01086012	遭	3	14
w01087052	冶	3	7
w01089017	陪	4	10
w01089040	耕	2	10
w01091016	蕉	3	15
w01091016	芭	2	7
w01091045	粪	3	12
w01092032	器	5	16
w01093028	奔	3	8
w01094066	凑	3	11
w01095089	俗	4	9
w01095089	稍	4	12
w01095089	姓	2	8
w01095091	惯	3	11
w01095091	号	2	6
w01095092	谥	4	12
w01095093	昭	3	9
w01096074	静	4	14
w01097059	骑	4	11
w01097104	伟	2	6
w01100046	徐	3	10
w01100046	鸦	3	9
w01100049	津	3	9
w01101046	溶	5	13
w01101046	丸	1	3
w01101084	舞	3	14
w01102020	抵	2	8
w01102020	瑟	3	13
w01102040	丘	1	7
w01102040	崇	5	11
w01102040	颁	5	10
w01103022	芝	2	6
w01103022	堕	2	11
w01103022	滋	4	12
w01105053	姗	2	8
w01105053	迟	2	7
w01105055	辨	7	16
w01105055	跑	4	12
w01105057	套	2	10
w01106052	卢	2	5
w01106073	炎	2	8
w01107013	欠	2	4
w01107063	画	5	8
w01107063	挣	3	9
w01108036	渴	3	12
w01108063	馆	3	11
w01108063	廉	2	13
w01109036	棍	3	12
w01109120	卧	2	8
w01111089	摄	4	13
w01111089	莲	3	10
w01112060	兔	1	8
w01113046	葺	3	12
w01115024	硕	4	11
w01115025	妹	2	8
w01115025	招	3	8
w01115026	缪	5	14
w01117009	患	2	11
w01117009	碍	4	13
w01117029	爵	4	17
w01119059	茉	2	8
w01119059	尴	4	13
w01119059	尬	3	7
w01119100	宽	3	10
w01122064	巅	0	0
w01122064	杉	2	7
w01122064	矶	2	7
w01124011	榜	2	14
w01124049	佩	3	8
w01124049	妮	3	8
w01124049	仙	2	5
w01125035	勋	3	9
w01125036	虔	3	10
w01125036	诚	2	8
w01125036	祈	2	8
w01125036	祷	3	11
w01125037	沦	3	7
w01125037	丧	3	8
w01125038	曝	5	19
w01125038	奸	2	6
w01125038	娶	3	11
w01128053	玫	2	8
w01128053	瑰	3	13
w01128053	琴	3	12
w01129037	父	2	4
w01129053	赢	5	17
w01130099	汤	2	6
w01130100	盗	4	11
w01130101	兼	1	10
w01133014	邪	2	6
w01133016	遨	3	13
w01135035	跃	3	11
w01135035	葵	3	12
w01135035	姬	2	10
w01135035	汀	2	5
w01135036	串	1	7
w01135038	翰	4	16
w01135038	凶	2	4
w01135038	猎	3	11
w01135038	映	2	9
w01136074	申	1	5
w01136074	茱	2	9
w01137050	枢	3	8
w01137050	秘	3	10
w01137068	阁	3	9
w01137068	咎	3	8
w01137087	枪	3	8
w01138045	呆	2	7
w01138045	芙	2	7
w01138045	吧	2	7
w01139043	忘	2	7
w01139090	雀	2	11
w01140030	钋	2	7
w01140032	α	0	0
w01140033	镭	5	18
w01141025	嘉	6	14
w01141077	冕	4	11
w01141077	莎	4	10
w01142013	嫁	3	13
w01143037	黛	4	17
w01143037	凤	2	4
w01144056	危	3	6
w01144056	酵	3	14
w01144086	拯	3	9
w01146051	涵	3	11
w01147010	田	3	5
w01147018	钦	3	9
w01147122	透	4	10
w01150048	剩	5	12
n02002007	晨	2	11
n02011003	旁	1	10
n02011003	袖	2	10
n02017008	谣	5	12
n02017008	盘	2	11
n02017008	窄	6	10
n02017008	屏	2	9
n02024008	繁	4	17
n02027019	暂	3	12
n02032022	陈	2	7
n02032022	腐	6	14
n02033063	摇	5	13
n02033113	询	3	8
n02034018	魔	5	20
n02034018	豆	3	7
n02042005	鸭	3	10
n02042026	愚	5	13
n02042026	蠢	4	21
n02042028	秒	4	9
n02052023	嵌	4	12
n02052023	灰	2	6
n02052023	坟	3	7
n02052023	墓	4	13
n02058056	君	2	7
n02058056	吕	2	6
n02058056	戚	4	11
n02066010	刊	2	5
n02066010	驾	3	8
n02066011	襟	6	18
n02068015	轩	2	7
n02069039	逮	3	11
n02069039	耍	2	9
n02074009	丈	1	3
n02074009	赦	2	11
n02081019	恼	4	9
n03001023	嘲	3	15
n03005007	启	3	7
n03005025	谴	4	15
n03006016	桌	3	10
n03006028	谘	5	11
n03006034	急	3	9
n03007009	扣	2	6
n03007009	虑	2	10
n04001013	纺	3	7
n04005016	柜	3	8
n04006016	币	2	4
n04007002	朵	2	6
n04007002	怠	3	9
n04010006	董	2	12
n04010017	孚	2	7
n05002015	饱	3	8
n05002017	ñ	0	0
n05002017	豪	4	14
n05002023	烫	3	10
n05002023	芋	2	6
n05003019	昨	5	9
n05003022	唯	2	11
n05004025	呢	3	8
n05005016	逗	4	10
n05006013	讽	3	6
n05007014	汹	3	7
n05007014	涌	4	10
n05007014	泪	2	8
n05007014	睛	3	13
n05007025	醒	3	16
n05010004	蕾	5	16
w02003037	腾	3	13
w02003037	辛	3	7
w02003037	棉	3	12
w02004008	廊	3	11
w02005028	顶	4	8
w02006036	滑	3	12
w02007074	舰	2	10
w02008010	址	2	7
w02008038	Ö	0	0
w02008065	镀	4	14
w02009002	凡	1	3
w02009025	沮	2	8
w02009087	逃	2	9
w02009087	谨	2	13
w02009087	慎	4	13
w02014013	匈	3	6
w02015084	散	3	12
w02015084	墟	5	14
w02018030	韦	1	4
w02019077	屋	3	9
w02019077	烧	3	10
w02019085	谊	3	10
w03003023	冯	2	5
w03003023	晋	5	10
w03003039	毅	5	15
w03003039	横	4	15
w03005012	锡	3	13
w03005012	衰	4	10
w03005012	崭	3	11
w03007008	跨	5	13
w03007039	哨	3	10
w04001027	棵	5	12
w04001027	俯	4	10
w04001027	瞰	3	16
w04001053	碰	6	13
w04001053	撞	4	15
w04002048	顷	4	8
w04002055	噬	6	16
w04002055	厩	3	11
w04002055	拆	2	8
w04003025	梵	3	11
w04003054	藏	3	17
w04004005	伏	2	6
w04004045	冢	2	10
w04004051	谟	4	12
w04007006	仑	2	4
w04007037	堵	3	11
w04009042	宇	2	6
w04009042	宙	2	8
w04010030	纠	2	5
w05001036	拱	3	9
w05001036	璧	6	18
w05002032	壳	3	7
w05003012	滞	4	12
w05005085	赶	3	10
w05005087	拦	4	8
w05007004	姨	2	9
w05007080	奎	3	9
w05008107	宜	2	8
w05009044	勿	1	4
w05010025	霸	5	21
w05010026	凿	6	12
w05010026	寸	1	3
